일자,거래처명,창고,품   목 [규격],수량(kg),단위,단가,외화금액,공급가액,부가세,합계,적요,법인명(삼성),오더번호
20170103,합동포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,4559.0000000000,KG,1978.5714285714,0.0000000000,8562450.0000000000,856245.0000000000,9418695.0000000000,30박스, , 
20170104,(주)아이마켓코리아,PP,PP18MMx 15kg 삼성1650M두께0.80mm단중8.56g,11567.0000000000,KG,1991.2166665000,0.0000000000,11863420.0000000000,484088.0000000000,12347508.0000000000,51(AIR),SESK(VD),5204980950/5205005943
20170105,금산포장,PP,PP12MPP12M／M12.5KG(녹색),2637.5000000000,KG,1975.0000000000,0.0000000000,4889250.0000000000,488925.0000000000,5378175.0000000000,63R/L, , 
20170106,(주)태양지대,상품,스트레치랩(일반 기계랩)25*500mm*1400m(0.025T*500W*1400M),9741.0000000000,롤,6267.1664888889,12383.0000000000,17899982.0000000000,314440.0000000000,18214422.0000000000,32박스, , 
20170107,HI-TECH PACKAGING LTD.,PP,PP19M BUILDERSPP19M／M*300M 0.60T Blue,8207.5000000000,KG,237.1317714286,13600.2400000000,16515420.0000000000,30937.0000000000,16546357.0000000000,P.465, ,24733 (LCL)
20170109,"SANYU CO.,LTD",PP,15 x 100M 0.55T15x100M0.55T황색,15443.0000000000,KG,1176.1857103448,1851760.0000000000,31336445.0000000000,1254460.0000000000,32590905.0000000000,901, ,59KIC
20170110,제이케이머티리얼즈(주)／순성공장,상품,스트레치랩(일반 기계랩)25*500mm*1400m(0.025T*500W*1400M),5889.0000000000,롤,10526.9375000000,0.0000000000,12609956.0000000000,946928.0000000000,13556884.0000000000,48박스, , 
20170111,CYKLOP PACKAGING SYSTEMS PTY LTD.,PP,PP 12MM12MMx1000Mx0.50MM Blue,20061.0000000000,KG,810.7921692308,24595.9200000000,36658379.0000000000,717525.0000000000,37375904.0000000000,0122DP12, ,13933
20170112,(주)아이마켓코리아,PP,PP18MMx 21kg 삼성2300M두께0.80mm단중8.8g,3910.0000000000,KG,2075.2555555556,0.0000000000,7405009.0000000000,461400.0000000000,7866409.0000000000,2,SEDA(M)-MANAUS,5206521083
20170113,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,3488.0000000000,KG,2110.0000000000,0.0000000000,6518400.0000000000,651840.0000000000,7170240.0000000000,32BOX, , 
20170116,대영포장(주)발안공장,PP,PP7MPP7M10KG백색,7002.0000000000,KG,1882.2222222222,0.0000000000,12594400.0000000000,1259440.0000000000,13853840.0000000000,"200롤(@\16,500)", , 
20170117,한서포장,PP,PP15MPP15MM*10KG(황색),10031.0000000000,KG,1802.0083333333,0.0000000000,17160397.0000000000,904410.0000000000,18064807.0000000000,10 R/L, , 
20170118,(주)삼신,PE,PE28mm 2kgPE28M／M(백)2KG,5700.0000000000,KG,2083.3333333333,0.0000000000,11010000.0000000000,1101000.0000000000,12111000.0000000000,100 Boxes, , 
20170119,진정산업포장기계,PP,PP12MPP12M／M12.5KG (황),8276.0000000000,KG,2235.3375000000,0.0000000000,15430250.0000000000,796790.0000000000,16227040.0000000000,20롤, , 
20170120,광신화학공업사,PP,PP10.5MPP10.5M10KG투명,2888.0000000000,KG,2066.6666666667,0.0000000000,5640400.0000000000,564040.0000000000,6204440.0000000000,100롤(납품장소:낙원직납), , 
20170123,광림파워팩,PP,PP15MPP15M／M13KG(황),6015.0000000000,KG,4515.0000000000,0.0000000000,11222250.0000000000,1122225.0000000000,12344475.0000000000,50롤, , 
20170124,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,19285.0000000000,KG,2632.5253482759,3114528.0000000000,43691933.0000000000,509764.0000000000,44201697.0000000000,4920501073166, ,PUS161108925
20170125,광림파워팩,PP,PP9MMPP9M／M10KG(황),3865.0000000000,KG,2050.0000000000,0.0000000000,7661250.0000000000,766125.0000000000,8427375.0000000000,50롤, , 
20170126,오버라이트산업,PP,PP12MPP12MM / 7KG 0.85T (황),350.0000000000,KG,1650.0000000000,0.0000000000,577500.0000000000,57750.0000000000,635250.0000000000,50롤/0.9t (폭:12mm 미만), , 
20170131,동원팩,PE,PE28mm 2kgPE28M／M(백)2KG,5768.0000000000,KG,1708.4117647059,0.0000000000,9972211.0000000000,388625.0000000000,10360836.0000000000,10박스, , 
2017/01  계,,,,162304,,158711.2624590574,5016867.16,306021052,15357132,321378184,,,
20170201,삼원산업,PP,PP12MPP12M／M12KG(황),3821.0000000000,KG,2398.0000000000,0.0000000000,7889000.0000000000,788900.0000000000,8677900.0000000000,200롤, , 
20170202,동방포장기자재,PP,PP9MMPP9M／M10KG(황),5195.0000000000,KG,1608.6666666667,0.0000000000,9105250.0000000000,910525.0000000000,10015775.0000000000,50롤(0.63T), , 
20170203,금산포장,상품,스트레치필름(기능 핸드랩)12* 500mm *400m,9707.0000000000,롤,1918.8714285714,0.0000000000,17436162.0000000000,1057080.0000000000,18493242.0000000000,50 박스(+5%), , 
20170204,PUNCHBOWL,PP,PP19M Premium BlackPP19M／M*1000M 0.8T Black,9100.0000000000,KG,1.6140000000,14461.0000000000,16618581.0000000000,0.0000000000,16618581.0000000000,413201-수동용엠보, ,PBP310649-3RD
20170206,한서포장,PE,PE28mm 2kgPE28M／M(백)2KG,7136.5000000000,KG,2144.1666666667,0.0000000000,15879450.0000000000,1587945.0000000000,17467395.0000000000,15 BOXES, , 
20170207,합동포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,4155.0000000000,KG,1968.7500000000,0.0000000000,7626750.0000000000,762675.0000000000,8389425.0000000000,25박스, , 
20170208,(주)한국유니콤,PE,PE28mm 2kgPE28M／M(백)2KG,7839.0000000000,KG,1891.8333333333,0.0000000000,14192600.0000000000,655000.0000000000,14847600.0000000000,25박스(무지박스), , 
20170209,제이케이머티리얼즈(주)／순성공장,상품,스트레치랩(일반 기계랩)25*500mm*1400m,7111.0000000000,롤,4272.0050000000,0.0000000000,12603557.0000000000,739248.0000000000,13342805.0000000000,48박스, , 
20170210,(주)한제피앤에스,PP,PP14MMPP14M／M 12KG (청색),2892.0000000000,KG,7692.8571428571,0.0000000000,7005000.0000000000,700500.0000000000,7705500.0000000000,50R/L(0.75T x 2250m)/파주직납,재고용,재고용
20170211,NZ SAFETY BLACKWOODS,PP,PP19M BUILDERSPP19M／M*300M 0.60T Blue,8034.0000000000,KG,1.5944200000,12525.2800000000,14350213.0000000000,0.0000000000,14350213.0000000000,1888903 UV차단제첨가)-수동엠보, ,W680082
20170213,광림파워팩,PP,PP9MMPP9M／M10KG(투명),5060.0000000000,KG,2010.0000000000,0.0000000000,9368000.0000000000,936800.0000000000,10304800.0000000000,50롤(0.75T), , 
20170214,(주)아이마켓코리아,PP,PP18MMx 21kg 삼성2300M두께0.80mm단중8.8g,5065.0000000000,KG,1734.6176470588,0.0000000000,8647273.0000000000,348275.0000000000,8995548.0000000000,13,SEDA(M)-MANAUS,5208544128
20170215,(주)아이마켓코리아,PP,PP18MMx 21kg 삼성2300M두께0.80mm단중8.8g,6067.5000000000,KG,1853.4437500000,0.0000000000,11073164.0000000000,513645.0000000000,11586809.0000000000,13,TSEC,5209073051
20170216,RLBUTTON,PP,PP19MPP19M／M*0.55T 1000M Blue,17878.0000000000,KG,1115.4728500000,13286.2800000000,21955367.0000000000,678775.0000000000,22634142.0000000000,B100450, ,453748 (AU) / Zespri
20170217,(주)한제피앤에스,PP,PP 12MM12MMx1000Mx0.50MM Blue,21945.0000000000,KG,1809.6180789474,0.0000000000,36905700.0000000000,911980.0000000000,37817680.0000000000,50.005, ,HJ17-APS01
20170218,KONZ TRADING LTD.,PP,"15 x 2,500M 0.64T15 x 2,500M 0.64T 청색",9025.0000000000,KG,825.7814000000,11760.0000000000,15868464.0000000000,247500.0000000000,16115964.0000000000,700 Rolls, ,KONZDAN1018
20170220,자강산업(주),상품,스트레치필름(일반 핸드랩)15*500mm*400m,3591.0000000000,박스,3428.7500000000,0.0000000000,8072630.0000000000,807263.0000000000,8879893.0000000000,54박스, , 
20170221,신광포장기계(부산),PE,PE28mm 2kgPE28M／M(백)2KG,3320.0000000000,KG,1833.3818181818,0.0000000000,5651335.0000000000,194900.0000000000,5846235.0000000000,5박스(황금농장), , 
20170222,제이앤제이유통(주),PP,PP18MPP18M／M10KG(황),5725.0000000000,KG,2032.5000000000,0.0000000000,10295500.0000000000,1029550.0000000000,11325050.0000000000,"950m/roll, 강도350kg", , 
20170223,한서포장,PP,PP12MPP12MM / 9.5KG(황),5504.0000000000,KG,1933.3333333333,0.0000000000,10791700.0000000000,1079170.0000000000,11870870.0000000000,100 R/L, , 
20170224,광림파워팩,PP,PP9MMPP9M／M10KG(황),8764.0000000000,KG,1765.0058823529,0.0000000000,14692996.0000000000,703165.0000000000,15396161.0000000000,50롤, , 
20170227,PROPAK INDUSTRIES PTY LTD.,PP,"12 x 2,500M 0.65T12x2,500M0.65TWHITE",8260.0000000000,KG,284.3949500000,12807.8000000000,14877621.0000000000,39200.0000000000,14916821.0000000000,ST400, ,21221
20170228,(주)아이마켓코리아,PP,PP18MMx 21kg 삼성2300M두께0.80mm단중8.8g,3264.0000000000,KG,1739.3250000000,0.0000000000,5664660.0000000000,180010.0000000000,5844670.0000000000,18,SEDA(M)-MANAUS,5209695860
2017/02  계,,,,168459,,46263.9833679694,64840.36,296570973,14872106,311443079,,,
20170301,한솔포장,PE,"PE28mm, 6KGPE28M／M(백)6KG",3000.0000000000,KG,2400.0000000000,0.0000000000,6840000.0000000000,684000.0000000000,7524000.0000000000,25박스+1, , 
20170302,삼원산업,PP,PP12MPP12M／M12KG(황),6040.0000000000,KG,1650.8333333333,0.0000000000,11078200.0000000000,1107820.0000000000,12186020.0000000000,200R/L, , 
20170303,동원팩,PE,PE28mm 2kgPE28M／M(백)2KG,9818.0000000000,KG,1815.2272727273,0.0000000000,17039577.0000000000,1025640.0000000000,18065217.0000000000,10박스, , 
20170304,RLBUTTON,PP,"12 x 3,000M 0.63T12x3,000M0.63TBLUE",31412.0000000000,KG,2.5189692308,46648.3200000000,53272381.0000000000,0.0000000000,53272381.0000000000,B100300, ,454094 (AU)
20170306,광림파워팩,PP,동판비동판비,10333.0000000000,ea,10430.0000000000,0.0000000000,13976820.0000000000,1397682.0000000000,15374502.0000000000,금동 동판인쇄비(50%)청구, , 
20170307,(주)아이마켓코리아,PP,PP18MMx 21kg 삼성2300M두께0.80mm단중8.8g,7952.0000000000,KG,1828.9761904762,0.0000000000,14389695.0000000000,949050.0000000000,15338745.0000000000,3(생활가전),SEDA(M)DAS,5210244598
20170308,신우교역,PP,PP12MPP12M／M10KG(황),6378.0000000000,KG,3041.3043478261,0.0000000000,12786300.0000000000,1278630.0000000000,14064930.0000000000,100롤(0.65)납품:한국스미더스, , 
20170309,오버라이트산업,PP,PP12MPP12MM / 7KG 0.85T (황),1785.0000000000,KG,1930.0000000000,0.0000000000,3277750.0000000000,327775.0000000000,3605525.0000000000,50롤 0.9t (폭:12mm 미만), ,재고용/0.9t (폭:12mm 미만)
20170310,광림파워팩,PP,PP9MMPP9M／M10KG(황),5305.0000000000,KG,1895.0000000000,0.0000000000,9357250.0000000000,935725.0000000000,10292975.0000000000,50롤, , 
20170311,PUNCHBOWL,PP,PP19MPP19M／M*0.55T 1000M Blue,18886.0000000000,KG,3.3510714286,27611.7500000000,31921943.0000000000,0.0000000000,31921943.0000000000,413212-수동용엠보, ,PBP310671-4th
20170313,대상산업,PE,PE28mm 2kgPE28M／M(백)2KG,4043.0000000000,KG,1801.5611111111,0.0000000000,7179566.0000000000,313025.0000000000,7492591.0000000000,10 BOXES(24 KG), , 
20170314,한서포장,PP,PP12MPP12MM / 9.5KG(황),20430.0000000000,KG,591.2940000000,34086.6000000000,41633690.0000000000,251250.0000000000,41884940.0000000000,100 R/L, , 
20170315,(주)아이마켓코리아,PP,PP18MMx 21kg 삼성2300M두께0.80mm단중8.8g,7003.0000000000,KG,3362.4208333333,0.0000000000,13640886.0000000000,796950.0000000000,14437836.0000000000,6,SAMEX-CTV,5211231917
20170316,위드텍,상품,스트레치필름(일반 핸드랩)15*500mm*400m,6185.0000000000,박스,2527.1428571429,0.0000000000,12085040.0000000000,1208504.0000000000,13293544.0000000000,32박스, , 
20170317,(주)삼신,PE,PE28mm 2kgPE28M／M(백)2KG,2000.0000000000,KG,2300.0000000000,0.0000000000,4600000.0000000000,460000.0000000000,5060000.0000000000,100 Boxes, , 
20170318,ANDERSON WHOLESALE PACKAGING PTY LTD.,PP,PP19M Premium BlackPP19M／M*1000M 0.7T Black,8550.0000000000,KG,1.4274666667,12207.0000000000,13814661.0000000000,0.0000000000,13814661.0000000000,2119, ,00001112
20170320,진송팩,PE,PE28mm 2kgPE28M／M(백)2KG,6011.0000000000,KG,1768.5086956522,0.0000000000,11189096.0000000000,493370.0000000000,11682466.0000000000,40BOX, , 
20170321,신한포장기계(주),PE,PE28mm 2kgPE28M／M(백)2KG,7355.0000000000,KG,4853.2307692308,0.0000000000,16209437.0000000000,1620943.0000000000,17830380.0000000000,50박스, , 
20170322,(주)삼화인쇄,PP,PP 11MM11MM-10KG(백),8467.0000000000,KG,1847.5000000000,0.0000000000,8647050.0000000000,864705.0000000000,9511755.0000000000,50롤(제책3층), , 
20170323,한남포장기계,PP,PP12MPP12M／M10KG(황),4503.0000000000,KG,1684.4764705882,0.0000000000,7320010.0000000000,204950.0000000000,7524960.0000000000,15R/L(0.63T), , 
20170324,한서포장,PP,PP12MPP12MM / 9.5KG(황),13671.0000000000,KG,689.2063000000,9768.6600000000,14677199.0000000000,373630.0000000000,15050829.0000000000,100 R/L, , 
20170326,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,5881.0000000000,KG,278.4983444444,1404280.0000000000,14168623.0000000000,0.0000000000,14168623.0000000000,4920501073166, ,PUS161205905
20170327,금산포장,PP,PP12MPP12M／M12.5KG(녹색),25059.0000000000,KG,2049.8333333333,0.0000000000,9756900.0000000000,975690.0000000000,10732590.0000000000,60R/L, , 
20170328,(주)아이마켓코리아,PP,PP18MMx 21kg 삼성2300M두께0.80mm단중8.8g,2463.0000000000,KG,1877.7363636364,0.0000000000,4589718.0000000000,173600.0000000000,4763318.0000000000,9,SEDA(M)-MANAUS,5212185411
20170329,광림파워팩,PP,PP9MMPP9M／M10KG(황),4915.0000000000,KG,1906.6666666667,0.0000000000,9091750.0000000000,909175.0000000000,10000925.0000000000,50롤, , 
20170330,상일교역상사,PP,"12 x 3,017M 0.55T12x3,017M 0.55T 백색",26051.8000000000,KG,1630.7338333333,34166.5000000000,54389461.0000000000,869980.0000000000,55259441.0000000000,SWPS12350WH, ,WCP 454967
20170331,주식회사 엠피아이,PE,PE28mm 2kgPE28M／M(백)2KG,3540.0000000000,KG,2131.2500000000,0.0000000000,6337000.0000000000,633700.0000000000,6970700.0000000000,10박스,(택배착불), 
2017/03  계,,,,257036.8,,56298.6982301616,1568768.83,423270003,17855794,441125797,,,
20170401,NZ SAFETY BLACKWOODS,PP,PP19M BUILDERSPP19M／M*300M 0.60T Blue,9052.0000000000,KG,1130.7972100000,10787.3600000000,16749772.0000000000,471000.0000000000,17220772.0000000000,1888903 UV차단제첨가)-수동엠보, ,W691970
20170403,(주)테이팩스,PP,PP15MPP15MM*10KG(황색),8378.0000000000,KG,16485.9806451613,0.0000000000,15770451.0000000000,1243150.0000000000,17013601.0000000000,50롤, , 
20170404,광림파워팩,PE,PE28mm 2kgPE28M／M(백)2KG,3229.0000000000,KG,1943.7500000000,0.0000000000,6154450.0000000000,615445.0000000000,6769895.0000000000,20박스, , 
20170405,진송팩,PE,PE28mm 2kgPE28M／M(백)2KG,4007.0000000000,KG,1914.2857142857,0.0000000000,7767850.0000000000,776785.0000000000,8544635.0000000000,40BOX, , 
20170406,광림파워팩,PP,PP12MPP12M／M10KG(황),5930.0000000000,KG,1996.1538461538,0.0000000000,11210500.0000000000,1121050.0000000000,12331550.0000000000,50롤(0.65T), , 
20170407,(주)아이마켓코리아,PP,PP18MMx 15kg 삼성1650M두께0.80mm단중8.56g,21775.0000000000,KG,1761.4838916667,25824.4600000000,41238288.0000000000,758658.0000000000,41996946.0000000000,45(AIR),SESK(VD),5212356384
20170408,TIGERPAK PACKAGING,PP,PP 12MM12MMx1000Mx0.50MM Grey,16847.0000000000,KG,1.4702111111,25172.4000000000,28469984.0000000000,0.0000000000,28469984.0000000000,4500, ,19209
20170409,"SANYU CO.,LTD",PP,15 x 100M 0.55T15x100M0.55T황색,7158.0000000000,KG,280.8941454545,1902700.0000000000,19412296.0000000000,0.0000000000,19412296.0000000000,901, ,60KIC
20170410,신광포장기계,PP,PP16MPP16M／M10KG(황),10639.0000000000,KG,6706.2200000000,0.0000000000,18202888.0000000000,1263100.0000000000,19465988.0000000000,50롤, , 
20170411,해성수출포장,PE,PE28mm 2kgPE28M／M(백)2KG,6119.5000000000,KG,4556.6666666667,0.0000000000,24269260.0000000000,2426926.0000000000,26696186.0000000000,20박스, , 
20170412,한국전자금융(주),PP,인쇄11mm x 0.70T x 1000m화폐밴딩끈 지관200x190,8822.5000000000,KG,2144.9000000000,0.0000000000,9812750.0000000000,981275.0000000000,10794025.0000000000,"90롤(@\16,500)", , 
20170413,제이케이머티리얼즈(주)／순성공장,상품,스트레치랩(일반 기계랩)25*500mm*1400m,5152.0000000000,롤,14347.8571428571,0.0000000000,13953560.0000000000,1395356.0000000000,15348916.0000000000,28박스, , 
20170414,대영포장(주)발안공장,PP,PP7MPP7M10KG백색,3200.0000000000,KG,1683.3333333333,0.0000000000,5290000.0000000000,529000.0000000000,5819000.0000000000,"200롤(@\16,500)", , 
20170417,(주)아이마켓코리아,PP,PP18MMx 21kg 삼성2300M두께0.80mm단중8.8g,2352.0000000000,KG,1579.3000000000,0.0000000000,3714592.0000000000,0.0000000000,3714592.0000000000,80,SAMEX-CTV,5210688220
20170418,(주)삼화인쇄,PP,PP 11MM11MM-10KG(백),2797.0000000000,KG,3290.0000000000,0.0000000000,6211700.0000000000,621170.0000000000,6832870.0000000000,50롤(제책3층), , 
20170419,동원팩,PE,PE28mm 2kgPE28M／M(백)2KG,1432.0000000000,KG,10540.0000000000,0.0000000000,5124000.0000000000,512400.0000000000,5636400.0000000000,25박스, , 
20170420,신광포장기계,PP,PP15MPP15MM*10KG(황색),865.0000000000,KG,1966.6666666667,0.0000000000,1655250.0000000000,165525.0000000000,1820775.0000000000,50롤, , 
20170421,파워엠팩,PP,PP12MPP12M／M11KG(백),1734.0000000000,KG,1878.8750000000,0.0000000000,3195378.0000000000,274980.0000000000,3470358.0000000000,42롤(다오), , 
20170422,RLBUTTON,PP,"12 x 3,000M 0.63T12x3,000M0.63TBLUE",19607.0000000000,KG,3.1712750000,28436.4600000000,32457374.0000000000,0.0000000000,32457374.0000000000,B100300, ,455410 (AU)
20170424,한서포장,PP,PP12MPP12MM / 9.5KG(황),5701.0000000000,KG,1965.6250000000,0.0000000000,11351800.0000000000,1135180.0000000000,12486980.0000000000,100 R/L, , 
20170425,광림파워팩,PE,PE28mm 2kgPE28M／M(백)2KG,4380.0000000000,KG,2321.4285714286,0.0000000000,8683550.0000000000,868355.0000000000,9551905.0000000000,20박스, , 
20170426,(주)삼신,PE,PE28mm 2kgPE28M／M(백)2KG,5802.5000000000,KG,2062.5000000000,0.0000000000,12312250.0000000000,1231225.0000000000,13543475.0000000000,100 Boxes, , 
20170427,(주)아이마켓코리아,PP,PP18MMx 21kg 삼성2300M두께0.80mm단중8.8g,2137.0000000000,KG,1654.8200000000,0.0000000000,3127731.0000000000,38000.0000000000,3165731.0000000000,14(AIR),SEH-VD,5212794193
20170428,광림파워팩,PP,PP12MPP12M／M12.5KG (황),8357.5000000000,KG,16815.0952400000,0.0000000000,14186500.0000000000,527720.0000000000,14714220.0000000000,50롤, , 
20170430,KOMERI,PP,15 x 100M 0.55T15x100M0.55T백색,6174.0000000000,KG,270.0143600000,1446746.0000000000,14698360.0000000000,0.0000000000,14698360.0000000000,4920501073197, ,PUS170130907
2017/04  계,,,,171648,,99301.2889197855,3439666.68,335020534,16956300,351976834,,,
20170501,합동포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,8500.0000000000,KG,2200.0000000000,0.0000000000,15851000.0000000000,1585100.0000000000,17436100.0000000000,30박스, , 
20170502,광신화학공업사,PP,PP10.5MPP10.5M10KG투명,2765.0000000000,KG,2212.5000000000,0.0000000000,5639250.0000000000,563925.0000000000,6203175.0000000000,100롤(납품장소:낙원직납), , 
20170503,ANDERSON WHOLESALE PACKAGING PTY LTD.,PP,"15 x 1,000M 0.50T Blue15x1,000M0.50T청색",8655.0000000000,KG,1.4453000000,12424.5000000000,14081928.0000000000,0.0000000000,14081928.0000000000,2015, ,00001142
20170504,제이케이머티리얼즈(주)／순성공장,상품,스트레치랩(일반 기계랩)25*500mm*1400m,1708.0000000000,롤,8778.3333333333,0.0000000000,5402280.0000000000,540228.0000000000,5942508.0000000000,48박스, , 
20170505,(주)태진케미칼,PP,PP파샤 (scrap),5400.0000000000,kg,500.0000000000,0.0000000000,2700000.0000000000,270000.0000000000,2970000.0000000000, , , 
20170508,광림파워팩,PP,PP12MPP12M／M10KG(황),32330.5000000000,KG,1354.6966880000,22703.7600000000,54718848.0000000000,2320322.0000000000,57039170.0000000000,50R/L, , 
20170510,자강산업(주),상품,스트레치필름(일반 핸드랩)15*500mm*400m,4882.0000000000,박스,2586.2500000000,0.0000000000,12256690.0000000000,1225669.0000000000,13482359.0000000000,64박스, , 
20170511,파워엠팩,PP,PP9M/MPP9M/M*11KG(은회색),4090.0000000000,KG,1742.8500000000,0.0000000000,7549356.0000000000,579300.0000000000,8128656.0000000000,100R/L(다오), ,"청정원,다오,다한"
20170512,한서포장,PP,PP12MPP12MM / 9.5KG(황),1650.0000000000,KG,2125.0000000000,0.0000000000,3292500.0000000000,329250.0000000000,3621750.0000000000,100 R/L, , 
20170513,CYKLOP PACKAGING SYSTEMS PTY LTD.,PP,PP 12MM12MMx1000Mx0.55MM Blue,18425.0000000000,KG,1.6345400000,30592.4400000000,34581694.0000000000,0.0000000000,34581694.0000000000,0122DP12, ,14095
20170514,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,6207.0000000000,KG,284.9158285714,1381312.0000000000,13725130.0000000000,0.0000000000,13725130.0000000000,4920501073166, ,PUS170407904
20170515,삼원산업,PP,PP12MPP12M／M12KG(황),6342.5000000000,KG,1931.6666666667,0.0000000000,11872150.0000000000,1187215.0000000000,13059365.0000000000,200R/L, , 
20170516,광림파워팩,PP,PP15MPP15MM*10KG(황색),5340.0000000000,KG,1659.0909090909,0.0000000000,9260500.0000000000,926050.0000000000,10186550.0000000000,100R/L, , 
20170517,진로특수포장기계,PE,PE50mm 2kgPE50M／M(백)2KG,4659.0000000000,KG,1760.7520000000,0.0000000000,8322656.0000000000,350205.0000000000,8672861.0000000000,5BOX, , 
20170518,제이케이머티리얼즈(주)／순성공장,PP,PP18MPP18M／M10KG(황),3360.0000000000,KG,1996.6666666667,0.0000000000,6782000.0000000000,678200.0000000000,7460200.0000000000,100롤,"(원료대 1,140)", 
20170519,강원농협연합포장재가공사업소,PP,PP12MPP12M／M12.5KG (황),4391.0000000000,KG,3566.3333333333,0.0000000000,8766000.0000000000,876600.0000000000,9642600.0000000000,300R/L 고메리 샘플 1롤 원순연 차장에게 전달(색상 무관), , 
20170521,P.P.U OPTIMA,PE,"PE28mm, 6KGPE28M／M(백)6KG",768.0000000000,KG,2.4000000000,1843.2000000000,2073968.0000000000,0.0000000000,2073968.0000000000, , ,170508 (LCL CARGO)
20170522,진정산업포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,3983.0000000000,KG,2678.5714285714,0.0000000000,8821450.0000000000,882145.0000000000,9703595.0000000000,2박스, , 
20170523,백암지관공업사,PP,PP12MPP12M／M10KG(백),2742.0000000000,KG,6408.8888888889,0.0000000000,6716000.0000000000,671600.0000000000,7387600.0000000000,10롤, , 
20170524,RICK MACGOWAN AGENCIES,PP,"9 x 4,000M 0.60T9 x 4,000M 0.60T Clear",8244.0000000000,KG,1717.0787312500,1243.8000000000,14337008.0000000000,660850.0000000000,14997858.0000000000, , ,00062967 (LCL)
20170525,진송팩,PE,PE28mm 2kgPE28M／M(백)2KG,3985.5000000000,KG,5025.7142857143,0.0000000000,10117155.0000000000,1011715.0000000000,11128870.0000000000,23BOX, , 
20170526,한서포장,PP,PP12MPP12MM / 9.5KG(황),2550.0000000000,KG,1830.0000000000,0.0000000000,4760000.0000000000,476000.0000000000,5236000.0000000000,100 R/L, , 
20170527,RLBUTTON,PP,"12 x 3,000M 0.60T Clear w/Talleys Red printed12 x 3,000M 0.60T Clear w/Talleys Red printed",28177.0000000000,KG,368.6566538462,50106.7900000000,56019390.0000000000,0.0000000000,56019390.0000000000,B100360, ,456325 (CH)
20170528,"SANYU CO.,LTD",PP,15 x 100M 0.55T15x100M0.55T황색,7224.0000000000,KG,272.5077818182,1876135.0000000000,18767166.0000000000,0.0000000000,18767166.0000000000,901, ,61 KIC
20170529,동서포장종합상사,PE,PE28mm 2kgPE28M／M(백)2KG,6769.0000000000,KG,1840.8423076923,0.0000000000,11966475.0000000000,383720.0000000000,12350195.0000000000,7박스, , 
20170530,보성상사,PP,PP15MPP15M／M15KG 투명,3250.0000000000,KG,1950.0000000000,0.0000000000,6208750.0000000000,620875.0000000000,6829625.0000000000,2롤, , 
20170531,코팩시스템,PE,PE28mm 2kgPE28M／M(백)2KG,1297.0000000000,KG,3220.0000000000,0.0000000000,3157600.0000000000,315760.0000000000,3473360.0000000000,3박스(대성칼라),운송료 포함, 
2017/05  계,,,,187694.5,,58016.7953434436,3376361.49,357746944,16454729,374201673,,,
20170601,대영포장(주)발안공장,PP,PP7MPP7M10KG백색,36998.0000000000,KG,8880.8508466667,0.0000000000,28707438.0000000000,1605725.0000000000,30313163.0000000000,"200롤(@\16,500) 5/29", , 
20170602,한솔포장,PE,PE28mm 2kgPE28M／M(황)2KG,3044.0000000000,KG,2350.0000000000,0.0000000000,6257600.0000000000,625760.0000000000,6883360.0000000000,25+1, , 
20170603,PUNCHBOWL,PP,PP19M HD BlackPP19M／M*1000M1.0TBlack,17760.0000000000,KG,1.5920000000,27759.2000000000,31101407.0000000000,0.0000000000,31101407.0000000000,403301-수동용엠보, ,PBP310690-4TH
20170605,광림파워팩,PP,PP9MMPP9M／M9.5KG(황색),4553.0000000000,KG,1965.0000000000,0.0000000000,8630000.0000000000,863000.0000000000,9493000.0000000000,50R/L(0.65T), , 
20170607,경인팩,PE,"PE28mm, 6KGPE28M／M(백)6KG",10617.0000000000,KG,1644.8900000000,0.0000000000,9213090.0000000000,116600.0000000000,9329690.0000000000,5box, , 
20170608,파워엠팩,PP,PP9MMPP9M／M10KG(청),2136.0000000000,KG,2173.3000000000,0.0000000000,4189000.0000000000,418900.0000000000,4607900.0000000000,50R/L(배성목재), , 
20170609,대영포장(주)발안공장,PP,PP7MPP7M10KG백색,7994.0000000000,KG,1835.0000000000,0.0000000000,9466700.0000000000,946670.0000000000,10413370.0000000000,"200롤(@\16,500)", , 
20170610,RLBUTTON,PP,"12 x 3,000M 0.63T12x3,000M0.63TBLUE",26554.0000000000,KG,275.0224500000,47174.1200000000,53070885.0000000000,0.0000000000,53070885.0000000000,B100300, ,456724 (AU)
20170612,삼원산업,PP,PP15MPP15MM*10KG(황색),22656.0000000000,KG,1551.5661125000,13245.1200000000,25377526.0000000000,1052180.0000000000,26429706.0000000000,200R/L, , 
20170613,(주)아이마켓코리아,PP,PP18MMx 15kg 삼성1650M두께0.80mm단중8.56g,6426.0000000000,KG,1677.2423076923,0.0000000000,10917108.0000000000,482425.0000000000,11399533.0000000000,2(AIR),SESK(LCM),5217389472
