일자,거래처명,창고,품   목 [규격],수량(kg),단위,단가,외화금액,공급가액,부가세,합계,적요,법인명(삼성),오더번호
20120704,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5568.0000000000,KG,2540.0000000000,0.0000000000,13986584.0000000000,769820.0000000000,14756404.0000000000,수출91(멕시코), , 
20120705,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,280.0000000000,KG,2600.0000000000,0.0000000000,712000.0000000000,71200.0000000000,783200.0000000000,11박스(계란집), , 
20120706,(주)지엔에스트레이딩,PP,PP18MMx 15kg 삼성1650M두께0.9mm단중8.56g,10570.0000000000,KG,337.4209285714,18476.8600000000,24523351.0000000000,0.0000000000,24523351.0000000000,수출100(슬로바키아), , 
20120707,대경(박타원),PE,PE28mm 2kgPE28M／M(백)2KG,120.0000000000,KG,2800.0000000000,0.0000000000,336000.0000000000,33600.0000000000,369600.0000000000,6박스, , 
20120709,제일산업(주)(화성),PP,PP6MMPP6M／M10KG(백),3458.0000000000,KG,2278.5714285714,0.0000000000,4907000.0000000000,490700.0000000000,5397700.0000000000,100롤, , 
20120710,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5364.0000000000,KG,2632.7272727273,0.0000000000,13578432.0000000000,650400.0000000000,14228832.0000000000,수출69(멕시코), , 
20120711,태현포장기계,PP,PP12MPP12M／M12.5(황),1665.0000000000,KG,2225.0000000000,0.0000000000,4156000.0000000000,415600.0000000000,4571600.0000000000,30롤, , 
20120712,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3561.0000000000,KG,2206.3636363636,0.0000000000,7865588.0000000000,437750.0000000000,8303338.0000000000,수출38(중국), , 
20120713,(주)범영화성,PE,PE28mm 2kgPE28M／M(백)2KG,1860.0000000000,KG,2470.0000000000,0.0000000000,4315000.0000000000,431500.0000000000,4746500.0000000000,20박스, , 
20120714,미래상사,PE,PE28mm 2kgPE28M／M(백)2KG,60.0000000000,KG,3050.0000000000,0.0000000000,183000.0000000000,18300.0000000000,201300.0000000000,3박스, , 
20120715,PACKAGING HOUSE,PP,PP19M BUILDERSPP19M／M*300M 0.60T Blue,5733.0000000000,KG,2.2517000000,12883.0800000000,14761433.0000000000,0.0000000000,14761433.0000000000, , ,H342610
20120716,광림파워팩,PP,PP9MMPP9M／M10KG(황),4200.0000000000,KG,2210.0000000000,0.0000000000,8602000.0000000000,860200.0000000000,9462200.0000000000,200롤, , 
20120717,한국미쓰비시상사(주),PE,PE28mm 2kgPE28M／M(백)2KG,15419.0000000000,KG,2012.5166666667,1649740.0000000000,33106125.0000000000,412281.0000000000,33518406.0000000000, , ,KCM-36-0005
20120718,한서포장,PE,PE28mm 2kgPE28M／M(백)2KG,793.0000000000,KG,2500.0000000000,0.0000000000,2112750.0000000000,211275.0000000000,2324025.0000000000,25박스, , 
20120719,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5352.0000000000,KG,2636.6666666667,0.0000000000,13319414.0000000000,531155.0000000000,13850569.0000000000,수출158(멕시코), , 
20120720,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,11675.5000000000,KG,1093.7042466667,1595840.0000000000,36043258.0000000000,1296262.0000000000,37339520.0000000000, , ,PUS120430938
20120721,경인팩,PP,PP15MPP15M／M9.5KG(적색),190.0000000000,KG,1950.0000000000,0.0000000000,370500.0000000000,37050.0000000000,407550.0000000000,20롤, , 
20120723,제이케이머티리얼즈(주),PP,PP18MPP18M／M10KG(황),1025.0000000000,KG,1955.0000000000,0.0000000000,2008750.0000000000,200875.0000000000,2209625.0000000000,100롤(자강산업), , 
20120724,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3782.0000000000,KG,2381.2000000000,0.0000000000,8729714.0000000000,303084.0000000000,9032798.0000000000,수출116(말레이시아), , 
20120725,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5346.0000000000,KG,2271.6666666667,0.0000000000,8807128.0000000000,310828.0000000000,9117956.0000000000,수출116롤(브라질), , 
20120726,POWERPAK,PP,"15 x 1,000M 0.50T Blue15x1,000M0.50T청색",12978.0000000000,KG,1719.8652857143,18658.4000000000,30613404.0000000000,255630.0000000000,30869034.0000000000, , ,19418
20120727,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3879.0000000000,KG,2374.0000000000,0.0000000000,9192432.0000000000,211800.0000000000,9404232.0000000000,102롤(브라질), , 
20120728,RLBUTTON,PP,"12 x 3,000M 0.60T12x3,000M0.60TBLUE",12947.0000000000,KG,3.7250500000,27947.6200000000,32061509.0000000000,0.0000000000,32061509.0000000000, , ,424843
20120730,CLEANPAC PACKAGING (CANADA),PP,"9 x 4,023M 0.56T White (8x8)9 x 4,023M 0.56T 백색",18552.0000000000,KG,2729.4135333333,32647.2000000000,60381487.0000000000,1589600.0000000000,61971087.0000000000, , ,8429
20120731,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5189.0000000000,KG,2426.0000000000,0.0000000000,12102072.0000000000,601020.0000000000,12703092.0000000000,수출124(멕시코), , 
2012/07  계,,,,159308.5,,63317.601018456,3356193.16,395423159,14277658,409700817,,,
20120801,삼원산업,PP,PP15MPP15M／M10KG(황),2608.0000000000,KG,2430.0000000000,0.0000000000,6471600.0000000000,647160.0000000000,7118760.0000000000,50롤, , 
20120804,RLBUTTON,PP,"12 x 3,000M 0.60T Clear w/Talleys Red printed12 x 3,000M 0.60T Clear w/Talleys Red printed",6700.0000000000,KG,4.6415600000,14125.0800000000,15966990.0000000000,0.0000000000,15966990.0000000000, , ,425392
20120807,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3558.0000000000,KG,2422.4500000000,0.0000000000,8152954.0000000000,294325.0000000000,8447279.0000000000,수출54(인도네시아), , 
20120808,(주)지엔에스트레이딩,PP,PP18MMx 15kg 삼성1650M두께0.9mm단중8.56g,2090.0000000000,KG,2612.4000000000,0.0000000000,5485320.0000000000,442800.0000000000,5928120.0000000000,수출30(슬로바키아), , 
20120809,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,7694.0000000000,KG,2433.3333333333,0.0000000000,18765408.0000000000,1036452.0000000000,19801860.0000000000,수출6(인도), , 
20120810,광림파워팩,PP,PP9MMPP9M／M10KG(황),3124.0000000000,KG,2321.4285714286,0.0000000000,6654800.0000000000,665480.0000000000,7320280.0000000000,100롤, , 
20120813,조은상사,PE,"PE28mm, 6KGPE28M／M(백)6KG",1487.0000000000,KG,2608.8888888889,0.0000000000,3881000.0000000000,388100.0000000000,4269100.0000000000,21박스, , 
20120814,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4206.0000000000,KG,2479.0545454545,0.0000000000,9839920.0000000000,487372.0000000000,10327292.0000000000,수출43(중국), , 
20120815,합동포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,2215.0000000000,KG,2312.5000000000,0.0000000000,4777000.0000000000,477700.0000000000,5254700.0000000000,10박스, , 
20120816,주식회사 홍영,PE,PE28mm 2kgPE28M／M(백)2KG,2404.0000000000,KG,2533.3333333333,0.0000000000,5995600.0000000000,599560.0000000000,6595160.0000000000,50박스, , 
20120817,제일포장(김해),PE,PE28mm 2kgPE28M／M(백)2KG,3560.0000000000,KG,2515.0000000000,0.0000000000,9073200.0000000000,907320.0000000000,9980520.0000000000,100박스, , 
20120818,ABL,PP,"12 x 3,000M 0.60T12x3,000M0.60TBLUE",4763.0000000000,KG,15.0898285714,19838.1600000000,22478619.0000000000,0.0000000000,22478619.0000000000, , ,571856
20120820,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,11031.0000000000,KG,1421.3454368421,1529720.0000000000,31485263.0000000000,968400.0000000000,32453663.0000000000, , ,PUS120521907
20120821,(주)삼화인쇄,PP,PP10.5MPP10.5M10KG(청),10755.0000000000,KG,2313.8236818182,16612.5000000000,25429893.0000000000,656640.0000000000,26086533.0000000000,50롤(4층), , 
20120822,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,9103.0000000000,KG,2422.4750000000,0.0000000000,21817784.0000000000,1566824.0000000000,23384608.0000000000,수출34(인도네시아), , 
20120823,위니아만도(주),PP,PP18MMx 15kg 위니아1818MMx 15kg,5140.0000000000,KG,2366.6666666667,0.0000000000,12378000.0000000000,1237800.0000000000,13615800.0000000000,300롤, , 
20120824,제일산업(주)(화성),PP,PP6MMPP6M／M10KG(백),1510.0000000000,KG,2666.6666666667,0.0000000000,4097000.0000000000,409700.0000000000,4506700.0000000000,41롤, ,회사재고 30롤   동원재고 11롤   출고
20120825,"SANYU CO.,LTD",PP,15 x 170M 0.55T15x170M0.55T백색,281851.0000000000,KG,157.2030333333,1475818.0000000000,21243071.0000000000,0.0000000000,21243071.0000000000, , ,32 KIC
20120827,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4917.0000000000,KG,2675.7142857143,0.0000000000,12356520.0000000000,425040.0000000000,12781560.0000000000,수출128(헝가리), , 
20120828,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,2929.0000000000,KG,2419.9555555556,0.0000000000,6923396.0000000000,107716.0000000000,7031112.0000000000,수출92(멕시코), , 
20120829,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4824.0000000000,KG,2588.0000000000,0.0000000000,11574992.0000000000,351800.0000000000,11926792.0000000000,수출164(멕시코), , 
20120830,제이케이머티리얼즈(주),PP,PP18MPP18M／M10KG(황),4355.0000000000,KG,2470.0000000000,0.0000000000,10189750.0000000000,1018975.0000000000,11208725.0000000000,100롤(자강산업), , 
20120831,경인팩,PE,매출할인3000kg*@ 200차감,3847.0000000000,ea,-52265.5272727273,0.0000000000,8704332.0000000000,277800.0000000000,8982132.0000000000,계란집단가차액, , 
2012/08  계,,,,384671,,-6075.5568851204,3056113.74,283742412,12966964,296709376,,,
20120901,대상산업,PP,PP15MPP15M／M13KG(황),90.0000000000,KG,2000.0000000000,0.0000000000,180000.0000000000,18000.0000000000,198000.0000000000,8/31출고 수량부족분, , 
20120902,EAST TAMAKI(ATTWOOD),PP,PP 12MM12MMx1000Mx0.50MM Blue,35595.0000000000,KG,2.1485533333,75072.8300000000,85177632.0000000000,0.0000000000,85177632.0000000000, , ,AT039638
20120903,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3408.0000000000,KG,2458.3333333333,0.0000000000,8006880.0000000000,14640.0000000000,8021520.0000000000,수출48(인도네시아), , 
20120904,(주)지엔에스트레이딩,PP,PP18MMx 15kg 삼성1650M두께0.9mm단중8.56g,4559.0000000000,KG,2376.3272727273,0.0000000000,10812992.0000000000,543880.0000000000,11356872.0000000000,수출80(슬로바키아), , 
20120905,광림파워팩,PE,PE28mm 2kgPE28M／M(백)2KG,4100.0000000000,KG,2518.7500000000,0.0000000000,10117000.0000000000,1011700.0000000000,11128700.0000000000,60박스, , 
20120906,광림파워팩,PP,PP9MMPP9M／M10KG(황),22899.0000000000,KG,1837.8516666667,39484.8000000000,53052798.0000000000,823755.0000000000,53876553.0000000000,100롤, , 
20120907,삼원산업,PP,PP12MPP12M／M12KG(황),4956.0000000000,KG,2241.6666666667,0.0000000000,10306200.0000000000,1030620.0000000000,11336820.0000000000,100롤, , 
20120910,(주)한웰이쇼핑,PP,스트레치필름A(18MIC)500mm * 450m,13163.0000000000,롤,9727.6717692308,0.0000000000,42919720.0000000000,2834300.0000000000,45754020.0000000000, , , 
20120911,Cutting Tool Ltd.,PE,PE28mm 2kgPE28M／M(백)2KG,5303.0000000000,KG,2084.6194444444,1896.0000000000,12041289.0000000000,426455.0000000000,12467744.0000000000, , ,KIC08281201
20120912,(주)준영알엔디,PE,PE28mm 2kgPE28M／M(백)2KG,20249.0000000000,KG,1222.0073333333,27058.8000000000,39891702.0000000000,933420.0000000000,40825122.0000000000,30박스, , 
20120913,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,7839.0000000000,KG,2435.8000000000,0.0000000000,15643368.0000000000,822504.0000000000,16465872.0000000000,수출63(말레이시아), , 
20120914,(주)삼화인쇄,PP,PP10.5MPP10.5M10KG투명,8048.0000000000,KG,2368.7500000000,0.0000000000,18660600.0000000000,1866060.0000000000,20526660.0000000000,50롤(평판지하), , 
20120915,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,12874.0000000000,KG,181.9526555556,1544212.8000000000,38136142.0000000000,0.0000000000,38136142.0000000000, , , 
20120917,태현포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,4490.0000000000,KG,2212.5000000000,0.0000000000,9694000.0000000000,969400.0000000000,10663400.0000000000,35박스, , 
20120918,동서포장종합상사,PE,PE28mm 2kgPE28M／M(백)2KG,1661.5000000000,KG,2541.6666666667,0.0000000000,4277425.0000000000,427742.0000000000,4705167.0000000000,5박스, , 
20120919,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,6170.0000000000,KG,2376.6666666667,0.0000000000,15129090.0000000000,874245.0000000000,16003335.0000000000,수출61(중국), , 
20120920,(주)지엔에스트레이딩,PP,PP18MMx 15kg 삼성1650M두께0.9mm단중8.56g,16485.0000000000,KG,2285.5550000000,21488.4000000000,36793221.0000000000,588925.0000000000,37382146.0000000000,수출100(슬로바키아), , 
20120921,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3704.0000000000,KG,2696.6666666667,0.0000000000,8800992.0000000000,74400.0000000000,8875392.0000000000,수출164(멕시코), , 
20120922,대경(박타원),PE,PE50mm 2kgPE50M／M(백)2KG,1940.0000000000,KG,2800.0000000000,0.0000000000,5432000.0000000000,543200.0000000000,5975200.0000000000,97박스, , 
20120924,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3697.0000000000,KG,2520.0000000000,0.0000000000,8793096.0000000000,108000.0000000000,8901096.0000000000,수출157(멕시코), , 
20120925,위니아만도(주),PP,PP18MMx 15kg 위니아1818MMx 15kg,4500.0000000000,KG,2450.0000000000,0.0000000000,11025000.0000000000,1102500.0000000000,12127500.0000000000,300롤, , 
20120926,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,6858.0000000000,KG,2400.8333333333,0.0000000000,13278632.0000000000,620420.0000000000,13899052.0000000000,수출45(헝가리), , 
20120927,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,15057.0000000000,KG,1900.2500000000,1823412.0000000000,34957056.0000000000,108300.0000000000,35065356.0000000000,수출147(멕시코), , 
20120930,경인팩,PE,매출할인3000kg*@ 200차감,1.0000000000,ea,-600000.0000000000,0.0000000000,-600000.0000000000,-60000.0000000000,-660000.0000000000,계란집단가차액, , 
2012/09  계,,,,207646.5,,-544359.9829713752,3532625.63,492526835,15682466,508209301,,,
20121004,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3809.0000000000,KG,2580.0000000000,0.0000000000,9399336.0000000000,266880.0000000000,9666216.0000000000,수출55(헝가리), , 
20121005,제이케이머티리얼즈(주),PP,PP18MPP18M／M10KG(황),22083.0000000000,KG,1051.1626562500,41136.8400000000,50971443.0000000000,517380.0000000000,51488823.0000000000,100롤, , 
20121006,한서포장,PE,PE28mm 2kgPE28M／M(백)2KG,800.0000000000,KG,2850.0000000000,0.0000000000,2280000.0000000000,228000.0000000000,2508000.0000000000,40박스, , 
20121008,금산포장,PE,PE28mm 2kgPE28M／M(백)2KG,2180.0000000000,KG,2860.0000000000,0.0000000000,6219000.0000000000,621900.0000000000,6840900.0000000000,30박스, , 
20121009,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,20572.0000000000,KG,1590.1340272727,33095.0000000000,42842521.0000000000,120891.0000000000,42963412.0000000000,수출1(브라질), , 
20121010,위니아만도(주),PP,스트레치필름0.025T*600W*1440M(위니아),3710.5000000000,롤,8237.5000000000,0.0000000000,14277875.0000000000,1427787.0000000000,15705662.0000000000,128롤, ,엠에이티납품
20121011,파워엠팩,PP,PP9M/MPP9M/M*11KG(녹색투명),5726.0000000000,KG,2450.0000000000,0.0000000000,13493700.0000000000,1349370.0000000000,14843070.0000000000,102롤(다오), ,화물발송
20121012,조은상사,PE,"PE28mm, 6KGPE28M／M(백)6KG",5467.0000000000,KG,2718.7500000000,0.0000000000,14873400.0000000000,1487340.0000000000,16360740.0000000000,21박스, , 
20121013,"SANYU CO.,LTD",PP,15 x 170M 0.55T15x170M0.55T백색,406494.0000000000,KG,138.9490176471,1603719.6000000000,45281838.0000000000,0.0000000000,45281838.0000000000, , ,33 KIC
20121015,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5951.0000000000,KG,3086.6333333333,0.0000000000,26441984.0000000000,1994000.0000000000,28435984.0000000000,수출4(인도), , 
20121016,KOMERI,PP,15 x 100M 0.55T15x100M0.55T백색,15991.0000000000,KG,1114.0977750000,1546800.0000000000,30055203.0000000000,152168.0000000000,30207371.0000000000, , ,PUS120712901
20121017,(주)삼화인쇄,PP,PP12MPP12M／M10KG(백),4237.0000000000,KG,2445.0000000000,0.0000000000,9475800.0000000000,947580.0000000000,10423380.0000000000,60롤(쇼핑백), , 
20121018,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4435.0000000000,KG,2323.6000000000,0.0000000000,10214680.0000000000,308044.0000000000,10522724.0000000000,수출95(멕시코), , 
20121019,(주)한제피앤에스,PP,PP 12MM12MMx1000Mx0.50MM Blue,15982.0000000000,KG,2249.8916727273,0.0000000000,36191800.0000000000,1880400.0000000000,38072200.0000000000, , ,HJ12-APS04
20121022,삼원산업,PP,PP12MPP12M／M12KG(투명),4675.0000000000,KG,2255.7142857143,0.0000000000,9583920.0000000000,958392.0000000000,10542312.0000000000,50롤, , 
20121023,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성(내수)2520M두께0.9mm단중8.56g,4467.0000000000,KG,2377.2727272727,0.0000000000,10148384.0000000000,336872.0000000000,10485256.0000000000,내수10(동욱전자), , 
20121024,(주)미광테크,PE,PE35mm 2kgPE35M／M(백)2KG,5333.0000000000,KG,2284.9600000000,0.0000000000,11180016.0000000000,379800.0000000000,11559816.0000000000,39박스(화물발송), , 
20121025,(주)시몬사,PE,PE28mm 2kgPE28M／M(백)2KG,3393.0000000000,KG,2725.0000000000,0.0000000000,9433800.0000000000,943380.0000000000,10377180.0000000000,30박스, , 
20121026,위니아만도(주),PP,PP18MMx 15kg 위니아1818MMx 15kg,5023.0000000000,KG,2366.6666666667,0.0000000000,12080850.0000000000,1208085.0000000000,13288935.0000000000,300롤, , 
20121029,(주)지엔에스트레이딩,PP,PP18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5089.0000000000,KG,2235.0000000000,0.0000000000,11392386.0000000000,343365.0000000000,11735751.0000000000,수출162(멕시코), , 
20121030,제일산업(주)(화성),PP,PP6MMPP6M／M10KG(청),3858.0000000000,KG,2307.0857142857,0.0000000000,8995202.0000000000,585955.0000000000,9581157.0000000000,50롤, , 
20121031,경인팩,PE,매출할인3000kg*@ 200차감,3201.0000000000,ea,-57850.0000000000,0.0000000000,6224000.0000000000,622400.0000000000,6846400.0000000000,계란집단가차액, , 
2012/10  계,,,,552476.5,,-5602.5821238302,3224751.44,391057138,16679989,407737127,,,
20121101,삼원산업,PP,PP15MPP15M／M10KG(황),10498.0000000000,KG,2357.6470588235,0.0000000000,23804800.0000000000,2380480.0000000000,26185280.0000000000,50롤, , 
20121102,위니아만도(주),PP,PP18MMx 15kg 위니아1818MMx 15kg,4800.0000000000,KG,2850.0000000000,0.0000000000,11940000.0000000000,1194000.0000000000,13134000.0000000000,300롤, , 
