일자,재고담당,거래처명,품목코드,품  목,품목별납기일자,환율,단가,원화  단가,단위단가,수량(kg),공급가액,원화합계,외화금액,오더번호,적요,법인명(삼성),오더번호,결제조건,거래유형명
20100112,조기현,KOMERI,P1510557,15 x 100M 0.55T15 x 100M 0.55T 녹색,20100108,12.1658000000,316.5217000000,3850.73969786,77.200414634146341463414634146,276.0000000000,1062804.0000000000,1062804.0000000000,87360.0000000000, , , ,PUS091028902 NIIGATA,"CFR NIIGATA, JAPAN (L/C AT SIGHT)",수출
20100112,조기현,KOMERI,P1510558,15 x 100M 0.55T15 x 100M 0.55T 자색,20100108,12.1658000000,316.5217000000,3850.73969786,83.295184210526315789473684211,276.0000000000,1062804.0000000000,1062804.0000000000,87360.0000000000, , , ,PUS091028902 NIIGATA,"CFR NIIGATA, JAPAN (L/C AT SIGHT)",수출
20100112,조기현,KOMERI,P1510559,15 x 100M 0.55T15 x 100M 0.55T 적색,20100108,12.1658000000,316.5217000000,3850.73969786,83.295184210526315789473684211,276.0000000000,1062804.0000000000,1062804.0000000000,87360.0000000000, , , ,PUS091028902 NIIGATA,"CFR NIIGATA, JAPAN (L/C AT SIGHT)",수출
20100112,조기현,KOMERI,P1510560,15 x 100M 0.55T15 x 100M 0.55T 백색,20100108,12.1658000000,316.5217000000,3850.73969786,83.295184210526315789473684211,276.0000000000,1062804.0000000000,1062804.0000000000,87360.0000000000, , , ,PUS091028902 NIIGATA,"CFR NIIGATA, JAPAN (L/C AT SIGHT)",수출
20100112,조기현,KOMERI,P1510561,15 x 100M 0.55T15 x 100M 0.55T 청색,20100108,12.1658000000,316.5217000000,3850.73969786,83.295184210526315789473684211,689.0000000000,2657010.0000000000,2657010.0000000000,218400.0000000000, , , ,PUS091028902 NIIGATA,"CFR NIIGATA, JAPAN (L/C AT SIGHT)",수출
20100112,조기현,KOMERI,P1501551,15 x 100M 0.55T15 x 100M 0.55T 황색,20100108,12.1658000000,316.5217000000,3850.73969786,832.95184210526315789473684211,1673.0000000000,6452740.0000000000,6452740.0000000000,530400.0000000000, , , ,PUS091028902 NIIGATA,"CFR NIIGATA, JAPAN (L/C AT SIGHT)",수출
20100112,조기현,KOMERI,P1510562,"15.5 x 1,000M 0.55T15.5 x 1,000M 0.55T 황색",20100108,12.1658000000,180.4966000000,2195.88553628,44.02356097560975609756097561,4108.0000000000,9020697.0000000000,9020697.0000000000,741480.0000000000, , , ,PUS091028902 NIIGATA,"CFR NIIGATA, JAPAN (L/C AT SIGHT)",수출
20100112,조기현,KOMERI,P1625552,"15.5 x 2,500M 0.55T15.5 x 2,500M 0.55T청색",20100108,12.1658000000,176.1905000000,2143.4983849,42.973292682926829268292682927,1680.0000000000,3601076.0000000000,3601076.0000000000,296000.0000000000, , , ,PUS091028902 NIIGATA,"CFR NIIGATA, JAPAN (L/C AT SIGHT)",수출
20100112,조기현,KOMERI,P1625551,"15.5 x 2,500M 0.55T15.5 x 2,500M 0.55T황색",20100108,12.1658000000,176.1905000000,2143.4983849,42.973292682926829268292682927,4200.0000000000,9002695.0000000000,9002695.0000000000,740000.0000000000, , , ,PUS091028902 NIIGATA,"CFR NIIGATA, JAPAN (L/C AT SIGHT)",수출
20100112,조기현,광림포장기계컨베이어,P1500005,PP15MPP 15M／M 10KG(황),,0.0000000000,1650.0000000000,0,284.4827586206896551724137931,500.0000000000,825000.0000000000,907500.0000000000,0.0000000000, , , , , ,세금계산서
