출하번호,출하창고명,품명,수량,진행상태,인쇄
20220905-1,PE,PE28mm 2kg [PE28M／M(백)2KG],1680.0000000000,진행중,인쇄
20220901-2,PE,PE28mm 2kg [PE28M／M(백)2KG],80.0000000000,진행중,인쇄
20220901-1,PP,PP15M [PP15MM*10KG(황색)],200.0000000000,진행중,인쇄
20220825-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,2538.0000000000,진행중,인쇄
20220825-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 3건,2992.0000000000,진행중,인쇄
20220823-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220818-1,PP,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",241.0000000000,진행중,인쇄
20220816-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 2건,2792.0000000000,진행중,인쇄
20220816-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2244.0000000000,진행중,인쇄
20220811-2,PP,PP6MM [PP6M／M10KG(백)],640.0000000000,진행중,인쇄
20220811-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,2400.0000000000,진행중,인쇄
20220809-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",241.0000000000,진행중,인쇄
20220802-2,PP,PP12M [PP12M／M10KG(백)] 외 2건,1883.0000000000,진행중,인쇄
20220802-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,2592.0000000000,진행중,인쇄
20220719-1,PP,PP6MM [PP6M／M10KG(백)] 외 3건,563.0000000000,진행중,인쇄
20220718-2,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",1840.0000000000,진행중,인쇄
20220718-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2805.0000000000,진행중,인쇄
20220708-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220706-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,1123.0000000000,진행중,인쇄
20220705-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2560.0000000000,진행중,인쇄
20220701-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,3175.0000000000,진행중,인쇄
20220701-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 2건,2824.0000000000,진행중,인쇄
20220621-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,1952.0000000000,진행중,인쇄
20220617-1,PE,"PE50mm, 6KG [PE50M／M(백)6KG]",1200.0000000000,진행중,인쇄
20220615-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1683.0000000000,진행중,인쇄
20220615-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,1952.0000000000,진행중,인쇄
20220614-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220613-1,PE,PE28mm 2kg [PE28M／M(백)2KG],1200.0000000000,진행중,인쇄
20220608-3,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",241.0000000000,진행중,인쇄
20220608-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2244.0000000000,진행중,인쇄
20220608-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 4건,3344.0000000000,진행중,인쇄
20220603-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,401.0000000000,진행중,인쇄
20220530-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",385.0000000000,진행중,인쇄
20220518-3,PP,PP6MM [PP6M／M10KG(황)] 외 1건,561.0000000000,진행중,인쇄
20220518-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,2240.0000000000,진행중,인쇄
20220518-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,2619.0000000000,진행중,인쇄
20220517-2,PP,PP6MM [PP6M／M10KG(황)],640.0000000000,진행중,인쇄
20220517-1,PE,PE28mm 2kg [PE28M／M(백)2KG],840.0000000000,진행중,인쇄
20220512-4,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2244.0000000000,진행중,인쇄
20220512-3,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",2320.0000000000,진행중,인쇄
20220512-2,PE,PE28mm 2kg [PE28M／M(백)2KG],400.0000000000,진행중,인쇄
20220512-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",289.0000000000,진행중,인쇄
20220510-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220502-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,1520.0000000000,진행중,인쇄
20220502-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1150.0000000000,진행중,인쇄
20220427-3,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220427-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,1121.0000000000,진행중,인쇄
20220427-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2560.0000000000,진행중,인쇄
20220426-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220425-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",1856.0000000000,진행중,인쇄
20220418-3,PE,"PE28mm, 6KG [PE28M／M(백)6KG]",576.0000000000,진행중,인쇄
20220418-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,2340.0000000000,진행중,인쇄
20220418-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1683.0000000000,진행중,인쇄
20220415-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,1123.0000000000,진행중,인쇄
20220412-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220411-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1122.0000000000,진행중,인쇄
20220411-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,3040.0000000000,진행중,인쇄
20220406-1,PE,"PE50mm, 6KG [PE50M／M(백)6KG] 외 1건",241.0000000000,진행중,인쇄
20220401-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 3건,2916.0000000000,진행중,인쇄
20220401-1,PP,PP12M [PP12M／M10KG(백)] 외 2건,1322.0000000000,진행중,인쇄
20220331-1,PE,PE28mm 2kg [PE28M／M(백)2KG],1280.0000000000,진행중,인쇄
20220330-3,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220330-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220330-1,PP,PP6MM [PP6M／M10KG(백)],2560.0000000000,진행중,인쇄
20220325-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220324-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,702.0000000000,진행중,인쇄
20220324-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 2건,2792.0000000000,진행중,인쇄
20220315-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220315-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",1201.0000000000,진행중,인쇄
20220310-4,PP,PP6MM [PP6M／M10KG(백)],2240.0000000000,진행중,인쇄
20220310-3,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 2건,1604.0000000000,진행중,인쇄
20220309-2,PE,PE28mm 2kg [PE28M／M(백)2KG],840.0000000000,진행중,인쇄
20220309-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1920.0000000000,진행중,인쇄
20220308-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",241.0000000000,진행중,인쇄
20220303-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220225-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2244.0000000000,진행중,인쇄
20220225-1,PE,PE28mm 2kg [PE28M／M(백)2KG],3200.0000000000,진행중,인쇄
20220222-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,592.0000000000,진행중,인쇄
20220216-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220216-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2560.0000000000,진행중,인쇄
20220214-1,PP,PP6MM [PP6M／M10KG(청)] 외 1건,401.0000000000,진행중,인쇄
20220209-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,3366.0000000000,진행중,인쇄
20220209-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,2624.0000000000,진행중,인쇄
20220208-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220207-1,PE,PE28mm 2kg [PE28M／M(백)2KG],1280.0000000000,진행중,인쇄
20220127-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220126-2,PE,PE28mm 2kg [PE28M／M(백)2KG],2520.0000000000,진행중,인쇄
20220126-1,PP,PP6MM [PP6M／M10KG(백)],1920.0000000000,진행중,인쇄
20220121-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220119-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220117-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 3건,3152.0000000000,진행중,인쇄
20220117-1,PP,PP6MM [PP6M／M10KG(백)] 외 3건,3394.0000000000,진행중,인쇄
20220113-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20220112-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20220112-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,1312.0000000000,진행중,인쇄
20220110-1,PE,PE28mm 2kg [PE28M／M(백)2KG],1680.0000000000,진행중,인쇄
20220106-2,PE,PE28mm 2kg [PE28M／M(백)2KG],1280.0000000000,진행중,인쇄
20220106-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",1201.0000000000,진행중,인쇄
20211231-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,2564.0000000000,진행중,인쇄
20211228-4,PP,PP6MM [PP6M／M10KG(황)] 외 2건,482.0000000000,진행중,인쇄
20211228-3,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20211228-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1122.0000000000,진행중,인쇄
20211228-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 3건,2584.0000000000,진행중,인쇄
20211223-2,PE,PE28mm 2kg [PE28M／M(백)2KG],2520.0000000000,진행중,인쇄
20211223-1,PP,PP6MM [PP6M／M10KG(백)] 외 3건,1924.0000000000,진행중,인쇄
20211222-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1001.0000000000,진행중,인쇄
20211222-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,808.0000000000,진행중,인쇄
20211221-2,PE,"PE28mm, 6KG [PE28M／M(백)6KG]",672.0000000000,진행중,인쇄
20211221-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20211214-1,PP,PP6MM [PP6M／M10KG(백)],-30.0000000000,진행중,인쇄
20211213-2,PE,PE28mm 2kg [PE28M／M(백)2KG],1920.0000000000,진행중,인쇄
20211213-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,501.0000000000,진행중,인쇄
20211207-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20211206-1,PE,PE28mm 2kg [PE28M／M(백)2KG],1280.0000000000,진행중,인쇄
20211202-3,PP,PP6MM [PP6M／M10KG(백)] 외 3건,1124.0000000000,진행중,인쇄
20211202-2,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",1312.0000000000,진행중,인쇄
20211202-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2244.0000000000,진행중,인쇄
20211130-2,PE,PE28mm 2kg [PE28M／M(백)2KG],1680.0000000000,진행중,인쇄
20211130-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1282.0000000000,진행중,인쇄
20211126-3,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,2624.0000000000,진행중,인쇄
20211126-1,PP,PP6MM [PP6M／M10KG(백)] 외 3건,1543.0000000000,진행중,인쇄
20211119-1,PP,PP15M [PP15M／M9.5KG(적색)],950.0000000000,진행중,인쇄
20211116-2,PE,"PE50mm, 6KG [PE50M／M(백)6KG] 외 3건",3784.0000000000,진행중,인쇄
20211116-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20211112-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1122.0000000000,진행중,인쇄
20211112-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20211111-2,상품,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20211111-1,상품,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20211110-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",1201.0000000000,진행중,인쇄
20211109-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,202.0000000000,진행중,인쇄
20211109-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20211025-5,PP,PP6MM [PP6M／M10KG(백)] 외 2건,562.0000000000,진행중,인쇄
20211025-4,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,161.0000000000,진행중,인쇄
20211025-3,PP,PP6MM [PP6M／M10KG(백)] 외 1건,481.0000000000,진행중,인쇄
20211025-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 3건,2352.0000000000,진행중,인쇄
20211025-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,1061.0000000000,진행중,인쇄
20211022-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20211020-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20211019-1,PP,PP6MM [PP6M／M10KG(백)],900.0000000000,진행중,인쇄
20211016-2,PP,PE28mm 2kg [PE28M／M(황)2KG] 외 1건,672.0000000000,진행중,인쇄
20211016-1,PP,PP6MM [PP6M／M10KG(황)] 외 2건,1920.0000000000,진행중,인쇄
20211014-2,PP,PP6MM [PP6M／M10KG(백)],1000.0000000000,진행중,인쇄
20211014-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,3904.0000000000,진행중,인쇄
20211007-1,PE,PE28mm 2kg [PE28M／M(백)2KG],1280.0000000000,진행중,인쇄
20211005-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20211005-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210930-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,3000.0000000000,진행중,인쇄
20210929-1,PP,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",3264.0000000000,진행중,인쇄
20210910-2,PP,PP6MM [PP6M／M10KG(백)],3000.0000000000,진행중,인쇄
20210910-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",3264.0000000000,진행중,인쇄
20210908-3,PP,PP6MM [PP6M／M10KG(백)],1280.0000000000,진행중,인쇄
20210908-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,3192.0000000000,진행중,인쇄
20210908-1,PE,PE28mm 2kg [PE28M／M(백)2KG],560.0000000000,진행중,인쇄
20210907-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210907-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",1201.0000000000,진행중,인쇄
20210902-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,561.0000000000,진행중,인쇄
20210831-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,482.0000000000,진행중,인쇄
20210825-1,PE,PE28mm 2kg [PE28M／M(백)2KG],1280.0000000000,진행중,인쇄
20210824-1,PE,PP6MM [PP6M／M10KG(백)] 외 1건,481.0000000000,진행중,인쇄
20210820-3,PP,PP15M [PP15M／M9.5KG(적색)],475.0000000000,진행중,인쇄
20210820-2,PP,PP6MM [PP6M／M10KG(백)],3000.0000000000,진행중,인쇄
20210820-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",1544.0000000000,진행중,인쇄
20210819-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210817-1,상품,PE28mm 2kg [PE28M／M(백)2KG],580.0000000000,진행중,인쇄
20210811-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,481.0000000000,진행중,인쇄
20210810-1,PP,PP6MM [PP6M／M10KG(백)],-160.0000000000,진행중,인쇄
20210807-2,PE,PE28mm 2kg [PE28M／M(백)2KG],2520.0000000000,진행중,인쇄
20210807-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1840.0000000000,진행중,인쇄
20210806-3,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210806-2,PP,PP6MM [PP6M／M10KG(백)],1000.0000000000,진행중,인쇄
20210806-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,2592.0000000000,진행중,인쇄
20210728-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210723-1,PP,PP6MM [PP6M／M10KG(백)],1000.0000000000,진행중,인쇄
20210716-4,상품,PE28mm 2kg [PE28M／M(백)2KG],1280.0000000000,진행중,인쇄
20210716-3,PE,"PE28mm, 6KG [PE28M／M(백)6KG]",1344.0000000000,진행중,인쇄
20210716-2,상품,PE28mm 2kg [PE28M／M(백)2KG],1920.0000000000,진행중,인쇄
20210716-1,PP,PP6MM [PP6M／M10KG(백)] 외 3건,4150.0000000000,진행중,인쇄
20210706-1,PE,"PE50mm, 6KG [PE50M／M(백)6KG] 외 4건",660.0000000000,진행중,인쇄
20210630-3,PE,PE28mm 2kg [PE28M／M(녹)2KG] 외 2건,520.5000000000,진행중,인쇄
20210630-2,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 2건",992.0000000000,진행중,인쇄
20210630-1,PP,PP6MM [PP6M／M10KG(백)],1280.0000000000,진행중,인쇄
20210629-2,PE,"PE28mm, 6KG [PE28M／M(백)6KG]",1152.0000000000,진행중,인쇄
20210629-1,PP,PP6MM [PP6M／M10KG(백)],1280.0000000000,진행중,인쇄
20210628-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210616-1,PP,"12 x 3,017M 0.55T [12x3,017M(투명)] 외 1건",46.0000000000,진행중,인쇄
20210611-1,PP,PP6MM [PP6M／M10KG(백)] 외 2건,1151.0000000000,진행중,인쇄
20210609-2,상품,PP 05MM [05MM x 7000 x 0.50MM Clear],20.0000000000,진행중,인쇄
20210609-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,3264.0000000000,진행중,인쇄
20210608-1,PP,PP6MM [PP6M／M10KG(백)],2000.0000000000,진행중,인쇄
20210607-1,PE,PE28mm 2kg [PE28M／M(백)2KG],3360.0000000000,진행중,인쇄
20210602-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,1952.0000000000,진행중,인쇄
20210602-1,PP,PP6MM [PP6M／M10KG(백)],1930.0000000000,진행중,인쇄
20210601-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210526-2,PE,PE28mm 2kg [PE28M／M(백)2KG],120.0000000000,진행중,인쇄
20210526-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,501.0000000000,진행중,인쇄
20210525-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,2400.0000000000,진행중,인쇄
20210521-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",25.0000000000,진행중,인쇄
20210518-4,PE,"PE28mm, 6KG [PE28M／M(백)6KG]",768.0000000000,진행중,인쇄
20210518-3,PE,"PE28mm, 6KG [PE28M／M(백)6KG]",360.0000000000,진행중,인쇄
20210518-2,PE,PE28mm 2kg [PE28M／M(백)2KG],640.0000000000,진행중,인쇄
20210518-1,PP,PP6MM [PP6M／M10KG(백)],1000.0000000000,진행중,인쇄
20210517-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210517-1,PE,PE28mm 2kg [PE28M／M(백)2KG],1280.0000000000,진행중,인쇄
20210514-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG]",2400.0000000000,진행중,인쇄
20210512-1,PE,PE28mm 2kg [PE28M／M(백)2KG],640.0000000000,진행중,인쇄
20210507-3,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 2건,1680.0000000000,진행중,인쇄
20210507-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210507-1,PP,PP6MM [PP6M／M10KG(백)],560.0000000000,진행중,인쇄
20210503-3,PP,PP6MM [PP6M／M10KG(백)] 외 1건,481.0000000000,진행중,인쇄
20210503-2,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 1건",1952.0000000000,진행중,인쇄
20210503-1,PP,PP15M [PP15M／M3.8KG(1000M)(황색)] 외 2건,2372.1000000000,진행중,인쇄
20210501-1,PP,PP12M [PP12M／M12.5KG (황)] 외 3건,3605.0000000000,진행중,인쇄
20210429-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,481.0000000000,진행중,인쇄
20210422-2,PE,PE28mm 2kg [PE28M／M(백)2KG],800.0000000000,진행중,인쇄
20210422-1,PP,PP6MM [PP6M／M10KG(백)],1500.0000000000,진행중,인쇄
20210421-3,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210421-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,340.0000000000,진행중,인쇄
20210421-1,PP,PP6MM [PP6M／M10KG(백)],500.0000000000,진행중,인쇄
20210414-2,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 3건",2272.0000000000,진행중,인쇄
20210413-3,PE,PE28mm 2kg [PE28M／M(백)2KG],1608.0000000000,진행중,인쇄
20210412-1,PE,PE28mm 2kg [PE28M／M(청)2KG] 외 3건,1092.0000000000,진행중,인쇄
20210408-4,PE,"PE28mm, 6KG [PE28M／M(백)6KG]",1248.0000000000,진행중,인쇄
20210408-3,PP,PP6MM [PP6M／M10KG(백)],2000.0000000000,진행중,인쇄
20210408-1,PE,"PE50mm, 6KG [PE50M／M(백)6KG]",2400.0000000000,진행중,인쇄
20210406-2,PP,PP6MM [PP6M／M10KG(백)],1120.0000000000,진행중,인쇄
20210331-1,PE,PE28mm 2kg [PE28M／M(황)2KG] 외 1건,1048.0000000000,진행중,인쇄
20210329-2,PE,PE28mm 2kg [PE28M／M(백)2KG],3360.0000000000,진행중,인쇄
20210329-1,상품,PE28mm 2kg [PE28M／M(백)2KG],1280.0000000000,진행중,인쇄
20210324-4,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210324-3,PP,PP6MM [PP6M／M10KG(백)],1420.0000000000,진행중,인쇄
20210324-2,PE,PE28mm 2kg [PE28M／M(청)2KG] 외 2건,972.0000000000,진행중,인쇄
20210324-1,상품,PE28mm 2kg [PE28M／M(백)2KG],2400.0000000000,진행중,인쇄
20210322-2,PE,"PE28mm, 6KG [PE28M／M(백)6KG]",960.0000000000,진행중,인쇄
20210322-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,3352.0000000000,진행중,인쇄
20210318-2,상품,스트레치필름(에어맥스 핸드랩) [400mm*500m],4.0000000000,진행중,인쇄
20210318-1,상품,PE28mm 2kg [PE28M／M(백)2KG],800.0000000000,진행중,인쇄
20210309-1,PE,PE28mm 2kg [PE28M／M(황)2KG] 외 2건,1296.0000000000,진행중,인쇄
20210304-3,PP,PP15M [PP15M／M13KG(황)],130.0000000000,진행중,인쇄
20210304-2,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2375.0000000000,진행중,인쇄
20210304-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG] 외 3건",4464.0000000000,진행중,인쇄
20210226-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,241.0000000000,진행중,인쇄
20210224-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,241.0000000000,진행중,인쇄
20210218-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,3192.0000000000,진행중,인쇄
20210218-1,PP,PP6MM [PP6M／M10KG(백)],1280.0000000000,진행중,인쇄
20210215-2,PP,PP6MM [PP6M／M10KG(백)],840.0000000000,진행중,인쇄
20210215-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,3904.0000000000,진행중,인쇄
20210203-2,PP,PP6MM [PP6M／M10KG(백)],-400.0000000000,진행중,인쇄
20210203-1,PE,PE28mm 2kg [PE28M／M(백)2KG],640.0000000000,진행중,인쇄
20210202-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,1248.0000000000,진행중,인쇄
20210126-2,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,2624.0000000000,진행중,인쇄
20210126-1,PP,PP6MM [PP6M／M10KG(백)],3000.0000000000,진행중,인쇄
20210125-2,PE,PE28mm 2kg [PE28M／M(백)2KG],2520.0000000000,진행중,인쇄
20210125-1,PP,PP6MM [PP6M／M10KG(백)],3920.0000000000,진행중,인쇄
20210122-2,PE,PE28mm 2kg [PE28M／M(백)2KG],1280.0000000000,진행중,인쇄
20210122-1,PP,PP6MM [PP6M／M10KG(백)],1000.0000000000,진행중,인쇄
20210114-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20210111-2,PP,PP6MM [PP6M／M10KG(백)],2000.0000000000,진행중,인쇄
20210111-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,1472.0000000000,진행중,인쇄
20210105-2,PE,PE28mm 2kg [PE28M／M(황)2KG],400.0000000000,진행중,인쇄
20210105-1,상품,PE28mm 2kg [PE28M／M(백)2KG],320.0000000000,진행중,인쇄
20201230-4,PP,PP6MM [PP6M／M10KG(백)] 외 1건,481.0000000000,진행중,인쇄
20201229-10,PP,PP6MM [PP6M／M10KG(백)] 외 1건,2200.0000000000,진행중,인쇄
20201229-9,PE,PE28mm 2kg [PE28M／M(황)2KG],200.0000000000,진행중,인쇄
20201229-7,PP,PP6MM [PP6M／M10KG(백)],1660.0000000000,진행중,인쇄
20201229-6,PE,PE28mm 2kg [PE28M／M(백)2KG],2520.0000000000,진행중,인쇄
20201223-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20201216-2,PE,PE28mm 2kg [PE28M／M(백)2KG],1680.0000000000,진행중,인쇄
20201216-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,1620.0000000000,진행중,인쇄
20201214-2,PE,PE28mm 2kg [PE28M／M(청)2KG] 외 4건,4164.0000000000,진행중,인쇄
20201214-1,PP,PP15M [PP15M／M9.5KG(적색)] 외 1건,2034.5000000000,진행중,인쇄
20201211-1,PP,PP6MM [PP6M／M10KG(백)] 외 1건,561.0000000000,진행중,인쇄
20201210-1,PE,PE28mm 2kg [PE28M／M(백)2KG] 외 1건,1280.0000000000,진행중,인쇄
20201203-1,PE,"PE28mm, 6KG [PE28M／M(백)6KG]",768.0000000000,진행중,인쇄
20201201-1,PP,PP6MM [PP6M／M10KG(백)],560.0000000000,진행중,인쇄
20201126-2,PP,PP6MM [PP6M／M10KG(백)] 외 2건,2975.0000000000,진행중,인쇄
