00~26 구매조회,,,,,,,,
일자-No.,거래처명,품목명,금액합계,거래유형,창고명,회계반영여부,인쇄,불러온 전표
20180405-5,(주)동신밴드,PP18MM 8kg (투명) [PP18MM (투명) 단위중량12.5g 두께 1.1-1.2T 지관포함 8KG] 외 2건,1854820,세금계산서,상품,Y,인쇄,조회
20180405-4,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg] 외 1건,2774145,세금계산서,대유위니아,Y,인쇄,조회
20180405-3,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）],594000,세금계산서,PP,Y,인쇄,조회
20180405-2,백암지관공업사,지관 50 [지관 50*5*225] 외 1건,1785762,세금계산서,PE,Y,인쇄,조회
20180405-1,지영,팔레트 1200*1100 [1200*1100],715000,세금계산서,PP,Y,인쇄,조회
20180404-3,지에스칼텍스(주),H430-B (O.G) [25kg] 외 1건,8811000,세금계산서,PP,Y,인쇄,조회
20180404-2,백암지관공업사,지관 200 [지관 200＊4＊189] 외 1건,1033370,세금계산서,PP,Y,인쇄,조회
20180404-1,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）],148500,세금계산서,PP,Y,인쇄,조회
20180403-4,지에스칼텍스(주),H430-B (O.G) [25kg],35750000,세금계산서,PP,Y,인쇄,조회
20180403-2,대림플라텍(주),팔레트 1100*1100*120 [1100*1100*120],935000,세금계산서,PP,Y,인쇄,조회
20180403-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,930344,세금계산서,PP,Y,인쇄,조회
20180402-3,성보펙,패드 400 [패드 400＊200 (레드)] 외 2건,1430000,세금계산서,PP,Y,인쇄,조회
20180402-2,백암지관공업사,지관 406 [지관 406＊6＊155] 외 1건,984654,세금계산서,PP,Y,인쇄,조회
20180402-1,(주)경남케미칼,MB 820FL [M／B 820FL（BLACK）] 외 4건,1047750,세금계산서,PP,Y,인쇄,조회
20180330-2,경인팩,결속기 새부리 [새부리],297000,세금계산서,상품,Y,인쇄,조회
20180330-1,진흥산업,폴리백 26＊44 [폴리백 24＊44],1320000,세금계산서,PP,Y,인쇄,조회
20180329-6,태흥기업사,"전기 컨트롤 와인다 [50KG/cm, 220V]",550000,세금계산서,PE,Y,인쇄,조회
20180329-5,덕흥수지,PP원료,13200000,세금계산서,PP,Y,인쇄,조회
20180329-4,백암지관공업사,지관 50 [지관 50＊5＊182],701800,세금계산서,PE,Y,인쇄,조회
20180329-3,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,527582,세금계산서,PP,Y,인쇄,조회
20180329-2,(주)원진산업롤,연신롤 수리외 [1000*166*215],495000,세금계산서,PP,Y,인쇄,조회
20180329-1,금성상회,PP원료(PP특A) [PP T/A],3217500,세금계산서,PP,Y,인쇄,조회
20180328-3,삼보팩,패드 420 [패드 420＊200 (적색패드)],797500,세금계산서,PP,Y,인쇄,조회
20180328-2,(주)경남케미칼,MB 820FL [M／B 820FL（BLACK）],379500,세금계산서,PP,Y,인쇄,조회
20180328-1,백암지관공업사,지관 406 [지관 406＊6＊155],646272,세금계산서,PP,Y,인쇄,조회
20180327-4,대성EXT,엠보롤제작 [폭:200W 외경:165파이] 외 2건,5945500,세금계산서,PP,Y,인쇄,조회
20180327-3,(주)태진케미칼,PP가공 [PP가공],3168000,세금계산서,PP,Y,인쇄,조회
20180327-2,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외 2건,1421750,세금계산서,PP,Y,인쇄,조회
20180327-1,진영프라스틱,PP 은색 [PP 은색] 외 1건,11616000,세금계산서,PP,Y,인쇄,조회
20180326-6,(주)세우케미칼,PE원료(E308 [E308],42625000,세금계산서,PE,Y,인쇄,조회
20180326-5,성보펙,미국박스 580 [580*170*580] 외 3건,1745535,세금계산서,PP,Y,인쇄,조회
20180326-4,대창수지,PP원료 (백색) 외 1건,11550000,세금계산서,PP,Y,인쇄,조회
20180326-3,금성상회,PP원료(PP특A) [PP T/A],4633200,세금계산서,PP,Y,인쇄,조회
20180326-2,성신목재,팔레트 열처리 [열처리] 외 3건,355300,세금계산서,PP,Y,인쇄,조회
20180326-1,동진씨엔피,박스 D6 [465 455 245],564795,세금계산서,PE,Y,인쇄,조회
20180323-2,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,944081,세금계산서,PP,Y,인쇄,조회
20180323-1,중앙기획,동판비 [동판비],154000,세금계산서,PP,Y,인쇄,조회
20180321-3,주식회사 제일CPT,CALPET [CALPET],2574000,세금계산서,PP,Y,인쇄,조회
20180321-2,대양스트랩(주),PET 16mm x 0.8T x 1200m [PET 16mm x 0.8T x 1200m Embossed (반투명 녹색)],567600,세금계산서,제이케이머티리얼즈,Y,인쇄,조회
20180321-1,(주)동신밴드,PP원료 (백색),9970400,세금계산서,PP,Y,인쇄,조회
20180320-4,제이케이머티리얼즈(주)／순성공장,PP원료,15037440,세금계산서,PP,Y,인쇄,조회
20180320-3,백암지관공업사,지관 50 [지관 50＊5＊182],701800,세금계산서,PE,Y,인쇄,조회
20180320-2,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,1443041,세금계산서,PP,Y,인쇄,조회
20180319-3,성보펙,패드 400 [패드 400＊200 (레드)],715000,세금계산서,PP,Y,인쇄,조회
20180319-2,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG],20922000,세금계산서,PP,Y,인쇄,조회
20180319-1,(주)경남케미칼,UV-NATURAL,528000,세금계산서,PP,Y,인쇄,조회
20180316-3,금성상회,PP원료(PP특A) [PP T/A],4633200,세금계산서,PP,Y,인쇄,조회
20180316-2,백암지관공업사,지관 200 [지관 200＊8＊186] 외 2건,1019634,세금계산서,PP,Y,인쇄,조회
20180315-2,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외 2건,1314500,세금계산서,PP,Y,인쇄,조회
20180314-3,주식회사 우림,OPP-TAPE [OPP-TAPE 25＊20(투명)] 외 3건,964370,세금계산서,PE,Y,인쇄,조회
20180314-2,백암지관공업사,지관 200 [지관 200＊8＊190],1122660,세금계산서,PP,Y,인쇄,조회
20180314-1,지에스칼텍스(주),H430-B (O.G) [25kg],37180000,세금계산서,PP,Y,인쇄,조회
20180313-7,제이케이머티리얼즈(주)／순성공장,PP원료,3838560,세금계산서,PP,Y,인쇄,조회
20180313-5,지에스칼텍스(주),H430-A (O.G) [25KG],23232000,세금계산서,PP,Y,인쇄,조회
20180313-4,삼보팩,PB청 540* (삼성) [540*200],844800,세금계산서,PP,Y,인쇄,조회
20180313-3,동진씨엔피,박스 경인팩 6KG [465 455 245] 외 2건,1947000,세금계산서,PE,Y,인쇄,조회
20180313-2,금성상회,PP원료(PP특A) [PP T/A],3861000,세금계산서,PP,Y,인쇄,조회
20180313-1,(주)동신밴드,운송료 [대유위니아납] 외 1건,2029500,세금계산서,PP,Y,인쇄,조회
20180312-4,(주)한국바코드시스템,라벨(아트지도안2T) [[76*156 ]] 외 5건,698500,세금계산서,PP,Y,인쇄,조회
20180312-3,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG],20922000,세금계산서,PP,Y,인쇄,조회
20180312-2,성보펙,고메리 2입(IN) [445*440*410],791780,세금계산서,PP,Y,인쇄,조회
20180312-1,에어팩코리아,에어백 APK-1018 (1000*1800) [에어백 1000*1800] 외 1건,325600,세금계산서,PP,Y,인쇄,조회
20180310-1,금정기획,라벨(아트지1030708) [110*45] 외 4건,457600,세금계산서,PP,Y,인쇄,조회
20180309-5,덕흥수지,PP원료,13200000,세금계산서,PP,Y,인쇄,조회
20180309-4,금성상회,PP원료(PP특A) [PP T/A],6435000,세금계산서,PP,Y,인쇄,조회
20180309-3,(주)태진케미칼,PP원료 [PPA],8712000,세금계산서,PP,Y,인쇄,조회
20180309-2,백암지관공업사,지관 200 [지관 200＊8＊190],779625,세금계산서,PP,Y,인쇄,조회
20180309-1,백암지관공업사,지관 50 [지관 50＊5＊182],701800,세금계산서,PE,Y,인쇄,조회
20180308-3,(주)경남케미칼,MB 820FL [M／B 820FL（BLACK）] 외 3건,1236125,세금계산서,PP,Y,인쇄,조회
20180308-2,성신목재,팔레트 860*1290 [860*1290] 외 3건,187000,세금계산서,PP,Y,인쇄,조회
20180308-1,광일벨트,벨트 교환 [B-71] 외 2건,15070,세금계산서,PP,Y,인쇄,조회
20180307-3,(주)태진케미칼,PP가공 [PP가공],2640000,세금계산서,PP,Y,인쇄,조회
20180307-2,금성상회,PP원료(PP특A) [PP T/A],1351350,세금계산서,PP,Y,인쇄,조회
20180307-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1122660,세금계산서,PP,Y,인쇄,조회
20180306-2,지에스칼텍스(주),H430-A (O.G) [500KG],31944000,세금계산서,PP,Y,인쇄,조회
20180306-1,금성상회,PP원료 [은색],5148000,세금계산서,PP,Y,인쇄,조회
20180305-2,지에스칼텍스(주),H550-B (O.G) [25KG],35750000,세금계산서,PP,Y,인쇄,조회
20180305-1,성신목재,팔레트 860*1290 [860*1290] 외 4건,591800,세금계산서,PP,Y,인쇄,조회
20180302-5,삼보팩,고메리 12입(C/T) [570*430*390] 외 3건,1379884,세금계산서,PP,Y,인쇄,조회
20180302-4,백암지관공업사,지관 200 [지관 200＊8＊190],410602,세금계산서,PP,Y,인쇄,조회
20180302-3,백암지관공업사,지관 50 [지관 50＊5＊182],1403600,세금계산서,PE,Y,인쇄,조회
20180302-2,(주)경남케미칼,UV-NATURAL 외 1건,1034000,세금계산서,PP,Y,인쇄,조회
20180302-1,금성상회,PP원료(PP특A) [PP T/A] 외 1건,4653000,세금계산서,PP,Y,인쇄,조회
20180228-1,백암지관공업사,지관 200 [지관 200＊8＊190],1122660,세금계산서,PP,Y,인쇄,조회
20180227-2,(주)동신밴드,PP18M [PP18M／M 8 KG (황)] 외 1건,742280,세금계산서,상품,Y,인쇄,조회
20180227-1,지에스칼텍스(주),H550-B (O.G) [25KG],37180000,세금계산서,PP,Y,인쇄,조회
20180226-7,마루철물공구,벨트 교환 [C-120] 외 1건,195800,세금계산서,PP,Y,인쇄,조회
20180226-6,성보펙,PB청450*200 (POWER BAND) [450*200] 외 2건,1652750,세금계산서,PP,Y,인쇄,조회
20180226-5,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1122660,세금계산서,PP,Y,인쇄,조회
20180226-4,(주)경남케미칼,MB 820FL [M／B 820FL（BLACK）] 외 1건,979000,세금계산서,PP,Y,인쇄,조회
20180226-3,성보펙,패드 430 [패드 430＊200 (무지)],770000,세금계산서,PP,Y,인쇄,조회
20180226-2,범한하조기,PP 클립 하조기 [13mm Crimping Tool for 12mm PP Strapping seal],220000,세금계산서,상품,Y,인쇄,조회
20180224-2,대림플라텍(주),팔레트 1100*1100*120 [1100*1100*120],935000,세금계산서,PP,Y,인쇄,조회
20180223-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,841055,세금계산서,PP,Y,인쇄,조회
20180222-5,지에스칼텍스(주),H430 [500KG],21098000,세금계산서,PP,Y,인쇄,조회
20180222-3,(주)엘지화학,H5300-A (O.G) [25KG],35750000,세금계산서,PP,Y,인쇄,조회
20180222-2,성신목재,팔레트 열처리 [열처리] 외 2건,37400,세금계산서,PP,Y,인쇄,조회
20180222-1,제이케이머티리얼즈(주)／순성공장,PP원료,17125812,세금계산서,PP,Y,인쇄,조회
20180221-3,대상산업,출장비 A/S [대영포장(발안)],205920,세금계산서,PP,Y,인쇄,조회
20180221-2,지에스칼텍스(주),H550-B (O.G) [25KG],20020000,세금계산서,PP,Y,인쇄,조회
20180221-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외 1건,713424,세금계산서,PP,Y,인쇄,조회
20180220-6,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외 2건,1185250,세금계산서,PP,Y,인쇄,조회
20180220-5,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명],1706652,영세율,PP,Y,인쇄,조회
20180220-4,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG],15988500,세금계산서,PP,Y,인쇄,조회
20180220-3,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG],5329500,세금계산서,PP,Y,인쇄,조회
20180220-2,창미포장기계,수축필름(시맥스) 15인치-타공 [15인치x1332mx0.015T (sanyu 포장)],125400,세금계산서,PP,Y,인쇄,조회
20180219-1,TGP MARKETING,스트레치필름(기능 핸드랩) [12* 500mm *400m] 외 3건,14909021,수입,상품,Y,인쇄,조회
20180214-2,금정기획,라벨(아트지무지)108*50 [[108*50 ]],572000,세금계산서,PP,Y,인쇄,조회
20180214-1,TGP MARKETING,스트레치필름(일반 핸드랩 20) [20*500mm*350m] 외 5건,38594906,수입,상품,Y,인쇄,조회
20180213-5,제이케이머티리얼즈(주)／순성공장,PP원료,2494756,세금계산서,PP,Y,인쇄,조회
20180213-4,백암지관공업사,지관 50 [지관 50＊5＊182],701800,세금계산서,PE,Y,인쇄,조회
20180213-3,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,711079,세금계산서,PP,Y,인쇄,조회
20180213-2,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG] 외 1건,21318000,세금계산서,PP,Y,인쇄,조회
20180213-1,성보펙,무인쇄톰슨접착 320 [320*130*320] 외 2건,731500,세금계산서,PP,Y,인쇄,조회
20180212-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외 1건,854792,세금계산서,PP,Y,인쇄,조회
20180208-2,(주)동신밴드,15M/M (수축밴드) [15mm*1300m* 10KG(투명)],-809600,세금계산서,상품,Y,인쇄,조회
20180207-2,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외 2건,1366750,세금계산서,PP,Y,인쇄,조회
20180207-1,(주)동신밴드,운송료 [대유위니아납],89100,세금계산서,PP,Y,인쇄,조회
20180206-4,(주)태진케미칼,PP파샤 (scrap),2436500,세금계산서,PP,Y,인쇄,조회
20180206-3,백암지관공업사,지관 406 [지관 406＊6＊155] 외 1건,723742,세금계산서,PP,Y,인쇄,조회
20180206-2,백암지관공업사,지관 406 [지관 406＊6＊155] 외 1건,514738,세금계산서,PP,Y,인쇄,조회
20180206-1,백암지관공업사,지관 50 [지관 50＊5＊182],701800,세금계산서,PE,Y,인쇄,조회
20180205-2,백암지관공업사,지관 406 [지관 406＊6＊155] 외 1건,991287,세금계산서,PP,Y,인쇄,조회
20180205-1,대창수지,PP원료(원색) 외 1건,11550000,세금계산서,PP,Y,인쇄,조회
20180201-4,금성상회,PP원료(PP특A) [PP T/A] 외 1건,9706400,세금계산서,PP,Y,인쇄,조회
20180201-3,성신목재,팔레트 900＊1350 [900＊1350] 외 10건,571120,세금계산서,PP,Y,인쇄,조회
20180201-2,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,944081,세금계산서,PP,Y,인쇄,조회
20180201-1,동진씨엔피,박스 내수PE(폴리밴드) [320 190 780] 외 1건,1391500,세금계산서,PE,Y,인쇄,조회
20180131-3,(주)엘지화학,H5300 [H5300],22275000,세금계산서,PP,Y,인쇄,조회
20180131-2,성보펙,서플라이웨이BOX(Blue) [440*200*445] 외 1건,1188770,세금계산서,PP,Y,인쇄,조회
20180131-1,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）] 외 2건,1254000,세금계산서,PP,Y,인쇄,조회
20180130-2,성보펙,서플라이웨이BOX(White) [440*200*445],801900,세금계산서,PP,Y,인쇄,조회
20180129-4,제이케이머티리얼즈(주)／순성공장,PP원료,19880740,세금계산서,PP,Y,인쇄,조회
20180129-3,성보펙,서플라이웨이BOX(White) [400*400*405] 외 3건,1311970,세금계산서,PP,Y,인쇄,조회
20180129-2,지에스칼텍스(주),H550-B (O.G) [25KG] 외 1건,12443750,세금계산서,PP,Y,인쇄,조회
20180129-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외 1건,698359,세금계산서,PP,Y,인쇄,조회
20180128-2,백암지관공업사,지관 50 [지관 50*5*225],344520,세금계산서,PE,Y,인쇄,조회
20180126-2,(주)태진케미칼,PP원료 [PPA],10553400,세금계산서,PP,Y,인쇄,조회
20180126-1,성신목재,팔레트 860*1290 [860*1290] 외 5건,366960,세금계산서,PP,Y,인쇄,조회
20180125-2,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG] 외 1건,20988000,세금계산서,PP,Y,인쇄,조회
20180125-1,동원화학수지,PP원료(원색) [A] 외 1건,18711000,세금계산서,PP,Y,인쇄,조회
20180124-2,지에스칼텍스(주),H550-B (O.G) [25KG],34375000,세금계산서,PP,Y,인쇄,조회
20180124-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,930344,세금계산서,PP,Y,인쇄,조회
20180122-4,성보펙,고메리 12입(IN) [410*275*180],561000,세금계산서,PP,Y,인쇄,조회
20180122-3,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG] 외 1건,20988000,세금계산서,PP,Y,인쇄,조회
20180122-2,(주)경남케미칼,MB 510（B [M／B 510（BLUE）] 외 4건,1311750,세금계산서,PP,Y,인쇄,조회
20180119-3,대양스트랩(주),PET 16mm x 0.8T x 1200m [PET 16mm x 0.8T x 1200m Embossed (반투명 녹색)],49500,세금계산서,신일피엔에스,Y,인쇄,조회
20180119-2,성보펙,패드 470 [패드 470＊200 (무지)],363000,세금계산서,PP,Y,인쇄,조회
20180119-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 2건,985292,세금계산서,PP,Y,인쇄,조회
20180118-2,백암지관공업사,지관 200 [지관 200＊8＊190],1122660,세금계산서,PP,Y,인쇄,조회
20180118-1,삼보팩,PB청 540* (삼성) [540*200],1126400,세금계산서,PP,Y,인쇄,조회
20180117-1,효창산업,CALPET [CALPET],3300000,세금계산서,PP,Y,인쇄,조회
20180116-5,금성상회,PP원료(PP특A) [PP T/A],3795000,세금계산서,PP,Y,인쇄,조회
20180116-4,제이케이머티리얼즈(주)／순성공장,PP원료,3564770,세금계산서,PP,Y,인쇄,조회
20180116-3,금성상회,PP원료(PP특A) [PP T/A] 외 3건,8013500,세금계산서,PP,Y,인쇄,조회
20180116-2,백암지관공업사,지관 406 [지관 406＊6＊155] 외 2건,559570,세금계산서,PP,Y,인쇄,조회
20180116-1,백암지관공업사,지관 50 [지관 50＊5＊182],701800,세금계산서,PE,Y,인쇄,조회
20180115-3,성보펙,패드 400 [패드 400＊200 (레드)] 외 1건,1001000,세금계산서,PP,Y,인쇄,조회
20180115-2,영창프라스틱,STOPPER 500 PCS [STOPPER 500 PCS 투명],668250,세금계산서,상품,Y,인쇄,조회
20180112-1,성신목재,팔레트 열처리 [열처리] 외 1건,162800,세금계산서,PP,Y,인쇄,조회
20180111-2,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,705927,세금계산서,PP,Y,인쇄,조회
20180111-1,백암지관공업사,지관 50 [지관 50＊5＊182],701800,세금계산서,PE,Y,인쇄,조회
20180110-3,성보펙,PP청 450*(광림) [450*200] 외 2건,1370160,세금계산서,PP,Y,인쇄,조회
20180110-2,삼보팩,패드 420 [패드 420＊200 (적색패드)],625240,세금계산서,PP,Y,인쇄,조회
20180110-1,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）] 외 1건,1386000,세금계산서,PP,Y,인쇄,조회
20180109-4,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,705927,세금계산서,PP,Y,인쇄,조회
20180109-3,백암지관공업사,지관 50 [지관 50＊5＊182],701800,세금계산서,PE,Y,인쇄,조회
20180109-2,(주)동신밴드,운송료 [대유위니아납],89100,세금계산서,대유위니아,Y,인쇄,조회
20180108-4,금성상회,PP원료(PP특A) [PP T/A],2530000,세금계산서,PP,Y,인쇄,조회
20180108-3,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1122660,세금계산서,PP,Y,인쇄,조회
20180108-2,금성상회,PP원료 [은색],2574000,세금계산서,PP,Y,인쇄,조회
20180108-1,신일피엔에스주식회사,PP원료 [PP-L],13596000,세금계산서,PP,Y,인쇄,조회
20180105-2,대한전기,맵시망 [290파이] 외 2건,484000,세금계산서,PP,N,인쇄,조회
20180105-1,금성상회,PP원료(PP특A) [PP T/A] 외 1건,8195000,세금계산서,PP,Y,인쇄,조회
20180103-2,지에스칼텍스(주),H430 [500KG],17424000,세금계산서,PP,Y,인쇄,조회
20180103-1,삼보팩,PSE(RMA) 원패드 430 [430*200] 외 2건,1368950,세금계산서,PP,Y,인쇄,조회
20180102-6,대림플라텍(주),팔레트 1100*1100*120 [1100*1100*120],935000,세금계산서,PP,Y,인쇄,조회
20180102-5,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외 2건,1606000,세금계산서,PP,Y,인쇄,조회
20180102-4,성보펙,PB청450*200 (POWER BAND) [450*200] 외 1건,1059300,세금계산서,PP,Y,인쇄,조회
20180102-3,금성상회,PP원료(PP특A) [PP T/A],12650000,세금계산서,PP,Y,인쇄,조회
20180102-2,백암지관공업사,지관 200 [지관 200＊8＊190],1122660,세금계산서,PP,Y,인쇄,조회
20180102-1,(주)동신밴드,스트레치필름(기능 핸드랩) [12* 500mm *400m] 외 4건,27354624,세금계산서,상품,Y,인쇄,조회
20171227-4,(주)동신밴드,15M/M (수축밴드) [15mm*1300m* 10KG(투명)] 외 1건,2114200,세금계산서,상품,Y,인쇄,조회
20171227-3,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG],20724000,세금계산서,PE,Y,인쇄,조회
20171227-2,롯데케미칼 주식회사,MF5000(PE원료) [MF5000_500KG] 외 1건,20724000,세금계산서,PE,Y,인쇄,조회
20171226-4,성보펙,패드 400 [패드 400＊200 (레드)] 외 1건,1001000,세금계산서,PP,Y,인쇄,조회
20171226-3,대림산업(주)전주공장,PP원료 [대림 A] 외 1건,65049600,세금계산서,PP,Y,인쇄,조회
20171226-2,주식회사 대승화물물류,운송료 [25톤] 외 1건,814000,세금계산서,PP,Y,인쇄,조회
20171226-1,백암지관공업사,지관 200 [지관 200＊8＊190],1122660,세금계산서,PP,Y,인쇄,조회
20171222-4,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,410602,세금계산서,PP,Y,인쇄,조회
20171222-3,백암지관공업사,지관 50 [지관 50＊5＊182],1403600,세금계산서,PE,Y,인쇄,조회
20171222-2,(주)태진케미칼,PP가공 [PP가공],3960000,세금계산서,PP,Y,인쇄,조회
20171222-1,삼보팩,파워팩 4505 [430*130*430],276650,세금계산서,PP,Y,인쇄,조회
20171221-5,성신목재,팔레트 860*1290 [860*1290] 외 9건,397100,세금계산서,PP,Y,인쇄,조회
20171221-4,(주)넥스텍케미칼,PP원료 [VM 6102] 외 1건,429000,세금계산서,PP,Y,인쇄,조회
20171221-3,제이케이머티리얼즈(주)／순성공장,PP원료,28492860,세금계산서,PP,Y,인쇄,조회
20171221-1,(주)태진케미칼,PP파샤 (scrap),2711500,세금계산서,PP,Y,인쇄,조회
20171220-4,동진씨엔피,박스 경인팩 6KG [465 455 245] 외 3건,2997566,세금계산서,PE,Y,인쇄,조회
20171220-3,삼보팩,고메리 3입 (C/T) [360*355*385],381150,세금계산서,PP,Y,인쇄,조회
20171220-2,백암지관공업사,지관 200 [지관 200＊4＊189],741325,세금계산서,PP,Y,인쇄,조회
20171220-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1122660,세금계산서,PP,Y,인쇄,조회
20171219-3,주식회사 대승화물물류,운송료 [25톤] 외 1건,814000,세금계산서,PP,Y,인쇄,조회
20171219-2,대림산업(주)전주공장,PP원료 [대림 A] 외 1건,65049600,세금계산서,PP,Y,인쇄,조회
20171219-1,성보펙,패드 430 [패드 430＊200 (무지)] 외 1건,1254000,세금계산서,PP,Y,인쇄,조회
20171215-3,덕흥수지,PP원료 외 1건,10340000,세금계산서,PP,Y,인쇄,조회
20171215-2,파워엠팩,밴딩기 A/S,770000,세금계산서,PP,Y,인쇄,조회
20171214-5,제이케이머티리얼즈(주)／순성공장,PP원료,2349105,세금계산서,PP,Y,인쇄,조회
20171214-4,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외 2건,1408000,세금계산서,PP,Y,인쇄,조회
20171214-3,금성상회,PP원료(PP특A) [PP T/A] 외 2건,9053000,세금계산서,PP,Y,인쇄,조회
20171214-2,백암지관공업사,지관 200 [지관 200＊4＊189] 외 1건,994193,세금계산서,PP,Y,인쇄,조회
20171214-1,백암지관공업사,지관 50 [지관 50＊5＊182],701800,세금계산서,PE,Y,인쇄,조회
20171213-4,성신목재,팔레트 열처리 [열처리] 외 2건,176000,세금계산서,PP,Y,인쇄,조회
20171213-3,(주)넥스텍케미칼,PP원료 [VM 6102],429000,세금계산서,PP,Y,인쇄,조회
20171213-1,한설스틸(주),PP 클립 [(18mm용 3.7kg/box)],107800,세금계산서,PP,Y,인쇄,조회
20171211-6,성보펙,미국박스 [440 200 445],828630,세금계산서,PP,Y,인쇄,조회
20171211-5,지에스칼텍스(주),H550-B (O.G) [25KG],34375000,세금계산서,PP,Y,인쇄,조회
20171211-4,백암지관공업사,지관 200 [지관 200＊8＊190],1122660,세금계산서,PP,Y,인쇄,조회
20171211-3,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,625270,세금계산서,PP,Y,인쇄,조회
20171211-2,백암지관공업사,지관 50 [지관 50＊5＊182],701800,세금계산서,PE,Y,인쇄,조회
20171211-1,성신목재,팔레트 860*1290 [860*1290] 외 7건,752070,세금계산서,PP,Y,인쇄,조회
20171208-2,효창산업,CALPET [CALPET],3300000,세금계산서,PP,Y,인쇄,조회
20171208-1,(주)동신밴드,PP18M [PP18M／M10KG(백)] 외 1건,803000,세금계산서,상품,Y,인쇄,조회
20171207-3,성보펙,미국박스 [440 200 445] 외 1건,790900,세금계산서,PP,Y,인쇄,조회
20171207-2,금성상회,PP원료 [은색] 외 1건,5302000,세금계산서,PP,Y,인쇄,조회
20171207-1,지에스칼텍스(주),H430-B (O.G) [25kg],8250000,세금계산서,PP,Y,인쇄,조회
20171206-1,지에스칼텍스(주),H550-B (O.G) [25KG],20625000,세금계산서,PP,Y,인쇄,조회
20171205-2,(주)경남케미칼,UV-NATURAL 외 3건,1688500,세금계산서,PP,Y,인쇄,조회
20171205-1,금성상회,PP원료 [은색] 외 2건,12172050,세금계산서,PP,Y,인쇄,조회
20171204-5,백암지관공업사,지관 200 [지관 200＊4＊189],751766,세금계산서,PP,Y,인쇄,조회
20171204-4,호성수출포장,OPP-TAPE 투명 [OPP-TAPE 25＊50] 외 3건,247500,세금계산서,PP,Y,인쇄,조회
20171204-3,대양스트랩(주),PET 19mm x 1.0T x 780m [PET 19mm x 1.0T x 780m Embossed (검정)],283800,세금계산서,상품,Y,인쇄,조회
20171204-2,금성상회,PP원료(PP특A),11870100,세금계산서,PP,Y,인쇄,조회
20171204-1,성보펙,미국박스 [380*380*405] 외 1건,424567,세금계산서,PP,Y,인쇄,조회
20171201-2,성신목재,팔레트 1100*1100 [1100*1100] 외 4건,170720,세금계산서,PP,Y,인쇄,조회
20171201-1,동진씨엔피,박스 외부 PE (폴리밴드) [320 190 780] 외 3건,1914000,세금계산서,PE,Y,인쇄,조회
20171130-1,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명],1228480,영세율,PP,Y,인쇄,조회
20171129-5,지에스칼텍스(주),H430-B (O.G) [25kg],35750000,세금계산서,PP,Y,인쇄,조회
20171129-4,(주)동신밴드,PP18MMx 15kg 위니아(0.95T) [18MMx 15kg],2583900,세금계산서,대유위니아,Y,인쇄,조회
20171129-3,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외 1건,1127500,세금계산서,PP,Y,인쇄,조회
20171129-2,성보펙,패드 400 [패드 400＊200 (레드)],715000,세금계산서,PP,Y,인쇄,조회
20171128-5,제이케이머티리얼즈(주)／순성공장,PP원료,28377888,세금계산서,PP,Y,인쇄,조회
