00~26 구매조회,,,,,,,,
일자-No.,거래처명,품목명,금액합계,거래유형,창고명,회계반영여부,인쇄,불러온 전표
20140127-2,(주)세우케미칼,5014 [pp원료],50908000,세금계산서,PP,Y,인쇄,조회
20140127-1,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,1351086,세금계산서,PP,Y,인쇄,조회
20140124-2,영창프라스틱,STOPPER 500 PCS [STOPPER 500 PCS 투명],30800,세금계산서,PP,Y,인쇄,조회
20140124-1,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외  2건,877250,세금계산서,PP,Y,인쇄,조회
20140123-1,(주)세우케미칼,5014 [pp원료],50908000,세금계산서,PP,Y,인쇄,조회
20140122-2,(주)삼신,PP원료,24680700,세금계산서,PP,Y,인쇄,조회
20140122-1,백암지관공업사,지관 406 [지관 406＊6＊155] 외  3건,1334073,세금계산서,PP,Y,인쇄,조회
20140121-1,삼보팩,미국박스 [420 200 425] 외  2건,1427690,세금계산서,PP,Y,인쇄,조회
20140120-3,제이에스유화(주),HY301(PP원료),35442000,세금계산서,PP,Y,인쇄,조회
20140120-2,(주)엠에이티,스트레치필름 [0.025T*500W*1400M(위니아/엠에이티)],6350080,세금계산서,PP,Y,인쇄,조회
20140120-1,성신목재,팔레트 1220*1220 [1220*1220] 외  4건,387200,세금계산서,PP,Y,인쇄,조회
20140117-3,(주)세우케미칼,E308 [E308],51766000,세금계산서,PE,Y,인쇄,조회
20140117-2,금성상회,PE원료 [재생],12320000,세금계산서,PE,Y,인쇄,조회
20140117-1,관인화학,PE원료 [재생 (가공원료)],735625,세금계산서,PE,Y,인쇄,조회
20140116-3,지에스칼텍스(주),H430 [500KG],31152000,세금계산서,PP,Y,인쇄,조회
20140116-2,(주)삼신,PP원료,25111350,세금계산서,PP,Y,인쇄,조회
20140116-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외  1건,827187,세금계산서,PP,Y,인쇄,조회
20140115-3,삼보팩,스넬 C/T 260* [260*132*263],1584000,세금계산서,PP,Y,인쇄,조회
20140115-2,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명] 외  3건,4384070,영세율,PP,Y,인쇄,조회
20140115-1,프로켐 주식회사,MF5000(PE원료),23628000,세금계산서,PP,Y,인쇄,조회
20140114-3,백암지관공업사,지관 50 [지관 50＊5＊181] 외  1건,2217600,세금계산서,PE,Y,인쇄,조회
20140114-2,삼보팩,패드 420 [패드 420＊200 (적색패드)] 외  1건,973500,세금계산서,PP,Y,인쇄,조회
20140114-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],561000,세금계산서,PP,Y,인쇄,조회
20140113-4,성신목재,팔레트 1100*1100 [1100*1100] 외  5건,360360,세금계산서,PP,Y,인쇄,조회
20140113-2,금성상회,PE원료 [재생],-15840000,세금계산서,PE,Y,인쇄,조회
20140113-1,금성상회,PE원료 [재생],15840000,세금계산서,PE,Y,인쇄,조회
20140110-5,동진씨엔피,박스 D-28폴리테잎 [760 310 205] 외  1건,1354100,세금계산서,PE,Y,인쇄,조회
20140110-4,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외  2건,1397000,세금계산서,PP,Y,인쇄,조회
20140110-3,효창산업,CALPET [CALPET],2904000,세금계산서,PP,Y,인쇄,조회
20140110-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,868144,세금계산서,PP,Y,인쇄,조회
20140110-1,금정기획,라벨(아트지 4503) [150*100] 외  1건,200200,세금계산서,PP,Y,인쇄,조회
20140109-1,한국바코드시스템,라벨(아트지도안황색) [[86*46 ]] 외  4건,693000,세금계산서,PP,Y,인쇄,조회
20140108-1,삼보팩,패드540(무인쇄) [패드540*200] 외  1건,1934900,세금계산서,PP,Y,인쇄,조회
20140107-1,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명],1361850,영세율,PP,Y,인쇄,조회
20140106-2,백암지관공업사,지관 200 [지관 200＊4＊189] 외  1건,786231,세금계산서,PP,Y,인쇄,조회
20140106-1,(주)삼신,PP원료,24820950,세금계산서,PP,Y,인쇄,조회
20140103-4,신한화학포장기계(주),크래프트지,415800,세금계산서,PP,Y,인쇄,조회
20140103-3,영창프라스틱,STOPPER 500 PCS [STOPPER 500 PCS 투명],371250,세금계산서,PP,Y,인쇄,조회
20140103-2,(주)삼신,PP원료,24401850,세금계산서,PP,Y,인쇄,조회
20140103-1,삼보팩,패드 430 [패드 430＊200 (무지)] 외  1건,1431320,세금계산서,PP,Y,인쇄,조회
20131231-1,창미포장기계,수축필름 [15인치x1332mx0.015T (sanyu 포장)],306900,세금계산서,PP,Y,인쇄,조회
20131230-3,삼보팩,무인쇄톰슨접착 320 [320*130*320] 외  1건,2711280,세금계산서,PP,Y,인쇄,조회
20131230-2,성신목재,팔렛트1440*840 [1440*840] 외  2건,404800,세금계산서,PP,Y,인쇄,조회
20131230-1,동진씨엔피,박스 DF (무인쇄) [480 320 380],544500,세금계산서,PE,Y,인쇄,조회
20131227-1,제이케이머티리얼즈(주),PP원료,13991032,세금계산서,PP,Y,인쇄,조회
20131226-5,제이에스유화(주),HY301(PP원료),23232000,세금계산서,PP,Y,인쇄,조회
20131226-4,제이에스유화(주),HY301(PP원료),19580000,세금계산서,PP,Y,인쇄,조회
20131226-3,금성상회,PP원료 [청색],14300000,세금계산서,PE,Y,인쇄,조회
20131226-2,백암지관공업사,지관 50 [지관 50＊5＊181] 외  1건,3162984,세금계산서,PP,Y,인쇄,조회
20131226-1,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외  1건,742500,세금계산서,PP,Y,인쇄,조회
20131224-2,제이에스유화(주),HY301(PP원료),23232000,세금계산서,PP,Y,인쇄,조회
20131224-1,(주)삼신,PP원료,17186400,세금계산서,PP,Y,인쇄,조회
20131223-1,프로켐 주식회사,MF5000(PE원료 O.G),23364000,세금계산서,PP,Y,인쇄,조회
20131220-2,백암지관공업사,지관 200 [지관 200＊8＊186] 외  1건,740724,세금계산서,PP,Y,인쇄,조회
20131220-1,진흥산업,폴리백 26＊44 [폴리백 26＊44] 외  1건,1496000,세금계산서,PP,Y,인쇄,조회
20131218-2,(주)삼신,PP원료,25471050,세금계산서,PP,Y,인쇄,조회
20131218-1,두성엔지니어링,고무로라 외경가공 외  4건,1050500,세금계산서,PP,Y,인쇄,조회
20131217-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],561000,세금계산서,PP,Y,인쇄,조회
20131216-3,백암지관공업사,지관 200 [지관 200＊8＊189],890274,세금계산서,PP,Y,인쇄,조회
20131216-2,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외  2건,1003750,세금계산서,PP,Y,인쇄,조회
20131216-1,프로켐 주식회사,5000STSB(PE원료 O.G) 외  1건,9258425,세금계산서,PE,Y,인쇄,조회
20131214-1,(주)삼신,PP원료,24976050,세금계산서,PP,Y,인쇄,조회
20131212-4,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명] 외  3건,4481995,영세율,PP,Y,인쇄,조회
20131212-3,동진씨엔피,경인팩 2KG [320*190*780] 외  3건,2645500,세금계산서,PE,Y,인쇄,조회
20131212-2,삼보팩,미국박스 580 [580*170*580],368940,세금계산서,PP,Y,인쇄,조회
20131212-1,(주)태진케미칼,PP원료 [가공원료],3124110,세금계산서,PP,Y,인쇄,조회
20131211-1,백암지관공업사,지관 50 [지관 50＊5＊181] 외  1건,1370028,세금계산서,PP,Y,인쇄,조회
20131210-4,성신목재,팔레트 1100*1100 [1100*1100] 외  5건,185350,세금계산서,PP,Y,인쇄,조회
20131210-3,(주)경남케미칼,SILVER 321 [M／B 321 SILVER] 외  1건,698500,세금계산서,PP,Y,인쇄,조회
20131210-2,백암지관공업사,지관 406 [지관 406＊6＊155] 외  1건,692802,세금계산서,PP,Y,인쇄,조회
20131210-1,(주)삼신,PP원료,25015650,세금계산서,PP,Y,인쇄,조회
20131207-1,삼보팩,고메리 12입(IN) [410*275*180] 외  6건,4268110,세금계산서,PP,Y,인쇄,조회
20131206-1,대성EXT,엠보로라(축포함) [폭:180W 외경:198파이] 외  1건,6655000,세금계산서,PP,Y,인쇄,조회
20131204-5,금정기획,라벨(아트지 4502) [150*100] 외  2건,269500,세금계산서,PP,Y,인쇄,조회
20131204-4,삼보팩,고메리 3입 (C/T) [360*355*385] 외  1건,1116390,세금계산서,PP,Y,인쇄,조회
20131204-3,(주)삼신,PP원료,25220250,세금계산서,PP,Y,인쇄,조회
20131204-2,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명],881550,영세율,영창프라스틱,Y,인쇄,조회
20131204-1,영창프라스틱,STOPPER 500 PCS [STOPPER 500 PCS 투명],148500,세금계산서,영창프라스틱,Y,인쇄,조회
20131203-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,931854,세금계산서,PP,Y,인쇄,조회
20131203-1,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）] 외  2건,1078000,세금계산서,PP,Y,인쇄,조회
20131202-1,영창프라스틱,지퍼팩,264000,세금계산서,영창프라스틱,Y,인쇄,조회
20131130-1,제이케이머티리얼즈(주),PP원료,36024384,세금계산서,PP,Y,인쇄,조회
20131129-2,제이에스유화(주),HY301(PP원료),23232000,세금계산서,PP,Y,인쇄,조회
20131129-1,백암지관공업사,지관 280 [지관 280＊8＊187] 외  1건,887040,세금계산서,PP,Y,인쇄,조회
20131128-1,(주)삼신,PP원료,24987600,세금계산서,PP,Y,인쇄,조회
20131126-2,백암지관공업사,지관 280 [지관 280＊8＊187] 외  3건,1659297,세금계산서,PP,Y,인쇄,조회
20131125-4,지에스칼텍스(주),H430 [500KG] 외  1건,30536000,세금계산서,PP,Y,인쇄,조회
20131125-3,(주)세우케미칼,E308 [E308],50050000,세금계산서,PE,Y,인쇄,조회
20131125-2,대양스트랩(주),PET 15.62X0.89X1220M [PET 15.62X0.89X1220M D/G SMOOTH],4732800,영세율,대양스트랩,Y,인쇄,조회
20131125-1,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）],638000,세금계산서,PP,Y,인쇄,조회
20131123-1,삼보팩,패드540(무인쇄) [패드540*200] 외  2건,2104300,세금계산서,PP,Y,인쇄,조회
20131122-2,프로켐 주식회사,MF5000(PE원료 O.G),1925000,세금계산서,PE,Y,인쇄,조회
20131122-1,백암지관공업사,지관 280 [지관 280＊8＊187] 외  2건,913572,세금계산서,PP,Y,인쇄,조회
20131121-2,금성상회,PP원료,16830000,세금계산서,PP,Y,인쇄,조회
20131121-1,금성상회,PE원료 [재생],10230000,세금계산서,PE,Y,인쇄,조회
20131120-4,(주)삼신,PE원료 [재생],25012350,세금계산서,PE,Y,인쇄,조회
20131120-3,(주)삼신,PE원료 [재생],11964150,세금계산서,PE,Y,인쇄,조회
20131120-2,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외  1건,957000,세금계산서,PE,Y,인쇄,조회
20131120-1,두성엔지니어링,와인다캠,1408000,세금계산서,PP,Y,인쇄,조회
20131119-2,백암지관공업사,지관 280 [지관 280＊8＊187] 외  2건,1282523,세금계산서,PP,Y,인쇄,조회
20131119-1,효창산업,CALPET [CALPET],2904000,세금계산서,PP,Y,인쇄,조회
20131118-2,백암지관공업사,지관 200 [지관 200＊4＊189] 외  1건,786231,세금계산서,PP,Y,인쇄,조회
20131118-1,제이에스유화(주),HY301(PP원료),23496000,세금계산서,PP,Y,인쇄,조회
20131115-3,(주)삼신,PP원료,24982650,세금계산서,PP,Y,인쇄,조회
20131115-2,백암지관공업사,지관 50 [지관 50＊5＊181] 외  2건,1129616,세금계산서,PP,Y,인쇄,조회
20131115-1,삼보팩,옴니 C/T 320 [320*130*320] 외  1건,973500,세금계산서,PP,Y,인쇄,조회
20131113-1,백암지관공업사,지관 280 [지관 280＊8＊187] 외  2건,930098,세금계산서,PP,Y,인쇄,조회
20131112-3,삼보팩,서플라이웨이BOX(White) [440*200*445] 외  1건,1208680,세금계산서,PP,Y,인쇄,조회
20131112-2,성신목재,팔레트 1300 [1300*860] 외  1건,105600,세금계산서,PP,Y,인쇄,조회
20131112-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],561000,세금계산서,PP,Y,인쇄,조회
20131111-3,백암지관공업사,지관 200 [지관 200＊4＊189] 외  1건,1189478,세금계산서,PP,Y,인쇄,조회
20131111-2,삼보팩,서플라이웨이BOX(Green) [440*200*445] 외  3건,1641640,세금계산서,PP,Y,인쇄,조회
20131111-1,호성수출포장,OPP-TAPE [OPP-TAPE 50＊50],495000,세금계산서,PP,Y,인쇄,조회
20131109-1,(주)삼신,PP원료,25761450,세금계산서,PP,Y,인쇄,조회
20131107-3,백암지관공업사,지관 280 [지관 280＊8＊187] 외  3건,2221280,세금계산서,PP,Y,인쇄,조회
20131107-2,성신목재,팔레트 840*1260 [840*1260] 외  10건,552310,세금계산서,PP,Y,인쇄,조회
20131107-1,(주)경남케미칼,MB 602（G [M／B 602（GREEN）] 외  3건,926750,세금계산서,PP,Y,인쇄,조회
20131105-3,(주)세우케미칼,5014 [pp원료],23100000,세금계산서,PP,Y,인쇄,조회
20131105-2,삼보팩,패드 430 [패드 430＊200 (무지)],797500,세금계산서,PP,Y,인쇄,조회
20131105-1,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,865110,세금계산서,PP,Y,인쇄,조회
20131101-1,(주)삼신,PP원료,24921600,세금계산서,PP,Y,인쇄,조회
20131031-1,프로켐,G5000(PE원료 O.G),179300,세금계산서,PE,Y,인쇄,조회
20131030-2,성신목재,팔렛트1440*840 [1440*840] 외  7건,801350,세금계산서,PP,Y,인쇄,조회
20131030-1,백암지관공업사,지관 200 [지관 200＊8＊189] 외  3건,2029623,세금계산서,PP,Y,인쇄,조회
20131029-2,(주)경남케미칼,MB 6520 [M／B 6520] 외  2건,701250,세금계산서,PP,Y,인쇄,조회
20131029-1,금성상회,PE원료 [재생],8184000,세금계산서,PE,Y,인쇄,조회
20131028-1,삼보팩,패드 500 [패드500*280] 외  1건,908600,세금계산서,PP,Y,인쇄,조회
20131026-1,(주)삼신,PP원료,24972750,세금계산서,PP,Y,인쇄,조회
20131025-3,두성엔지니어링,와인다캠 외  1건,1573000,세금계산서,PP,Y,인쇄,조회
20131025-2,삼현산업팩,PET 15.62X0.89X1220M [PET 15.62X0.89X1220M D/G SMOOTH],4045742,영세율,삼현산업팩,Y,인쇄,조회
20131025-1,(주)삼신,PE원료 [재생],25263150,세금계산서,PE,Y,인쇄,조회
20131024-3,백암지관공업사,지관 280 [지관 280＊8＊187] 외  2건,999688,세금계산서,PP,Y,인쇄,조회
20131024-2,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명] 외  3건,4680800,영세율,PP,Y,인쇄,조회
20131024-1,삼보팩,무인쇄톰슨접착 350 [350*130*350],1501500,세금계산서,PP,Y,인쇄,조회
20131023-1,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외  1건,566500,세금계산서,PP,Y,인쇄,조회
20131022-1,동진씨엔피,박스 D-28폴리테잎 [760 310 205] 외  1건,1864500,세금계산서,PE,Y,인쇄,조회
20131021-4,백암지관공업사,지관 50 [지관 50＊5＊181],2178000,세금계산서,PE,Y,인쇄,조회
20131021-3,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외  2건,616000,세금계산서,PP,Y,인쇄,조회
20131021-2,금성상회,PP원료 [호프렌],16500000,세금계산서,PP,Y,인쇄,조회
20131021-1,프로켐,5000S(PE원료 O.G),8870400,세금계산서,PE,Y,인쇄,조회
20131019-1,삼보팩,무인쇄톰슨접착 320 [320*130*320],1419000,세금계산서,PP,Y,인쇄,조회
20131018-3,(주)삼신,PP원료,24893550,세금계산서,PP,Y,인쇄,조회
20131018-2,백암지관공업사,지관 200 [지관 200＊8＊189],1047816,세금계산서,PP,Y,인쇄,조회
20131018-1,제이에스유화(주),HY301(PP원료),35244000,세금계산서,PP,Y,인쇄,조회
20131017-5,제이케이머티리얼즈(주),PP원료,32983280,세금계산서,PP,Y,인쇄,조회
20131017-4,자강산업(주),PP원료 [반품처리],-32983280,세금계산서,PP,Y,인쇄,조회
20131017-3,자강산업(주),PP원료,32983280,세금계산서,PP,Y,인쇄,조회
20131017-2,두성엔지니어링,와인다캠 외  1건,1474000,세금계산서,PP,Y,인쇄,조회
20131017-1,대양스트랩(주),PET 15.62X0.89X1220M [PET 15.62X0.89X1220M D/G SMOOTH],4732800,영세율,대양스트랩,Y,인쇄,조회
20131016-3,백암지관공업사,지관 280 [지관 280＊8＊187] 외  2건,882710,세금계산서,PP,Y,인쇄,조회
20131016-2,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명],628650,영세율,영창프라스틱,Y,인쇄,조회
20131016-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],336600,세금계산서,PP,Y,인쇄,조회
20131015-2,삼보팩,PP청 400*(광림) [400*200],495000,세금계산서,PP,Y,인쇄,조회
20131015-1,성은산업,수축필름 [220*145 (고메리)],946000,세금계산서,PP,Y,인쇄,조회
20131014-1,(주)삼신,PP원료,24870450,세금계산서,PP,Y,인쇄,조회
20131012-1,삼보팩,PP청 450*(광림) [450*200] 외  1건,1026300,세금계산서,PP,Y,인쇄,조회
20131011-6,(주)세우케미칼,5014 [pp원료],28875000,세금계산서,PP,Y,인쇄,조회
20131011-5,동방포장기자재,스트레치필름(기계랩) [20*300*1700],1210000,세금계산서,PP,Y,인쇄,조회
20131011-4,백암지관공업사,지관 280 [지관 280＊8＊187] 외  2건,730457,세금계산서,PP,Y,인쇄,조회
20131011-3,(주)세우케미칼,5014 [pp원료],28875000,세금계산서,PP,Y,인쇄,조회
20131011-2,제이에스유화(주),HY301(PP원료),34848000,세금계산서,PP,Y,인쇄,조회
20131011-1,동진씨엔피,박스 DF (무인쇄) [480 320 380],1089000,세금계산서,PE,Y,인쇄,조회
20131010-1,창미포장기계,수축필름 [15인치x1332mx0.015T (sanyu 포장)],306900,세금계산서,PP,Y,인쇄,조회
20131008-1,삼보팩,패드540(무인쇄) [패드540*200],828300,세금계산서,PP,Y,인쇄,조회
20131007-2,한국바코드시스템,라벨(아트지도안황색) [86*46] 외  4건,525250,세금계산서,PP,Y,인쇄,조회
20131007-1,백암지관공업사,지관 280 [지관 280＊8＊187] 외  1건,1030282,세금계산서,PP,Y,인쇄,조회
20131005-1,두성엔지니어링,와인다캠 [18.3*10L 가공],1760000,세금계산서,PP,Y,인쇄,조회
20131004-3,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외  1건,737000,세금계산서,PP,Y,인쇄,조회
20131004-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,910694,세금계산서,PP,Y,인쇄,조회
20131004-1,(주)삼신,PP원료,24809400,세금계산서,PP,Y,인쇄,조회
20131002-1,금정기획,라벨(아트지0554) [110*45] 외  1건,522500,세금계산서,PP,Y,인쇄,조회
20131001-2,(주)삼성잉크,spp 특홍적 잉크,303600,세금계산서,PP,Y,인쇄,조회
20131001-1,금성상회,PP원료 [청색],13585000,세금계산서,PP,Y,인쇄,조회
20130930-2,금강탱크터미널주식회사,Toluene(톨루엔),112200,세금계산서,PP,Y,인쇄,조회
20130930-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],561000,세금계산서,PP,Y,인쇄,조회
20130928-1,(주)삼신,PP원료,25418349,세금계산서,PP,Y,인쇄,조회
20130927-3,대성EXT,엠보롤제작 [폭:180W  외경:198파이],6270000,세금계산서,PP,Y,인쇄,조회
20130927-2,(주)세우케미칼,5014 [pp원료],25025000,세금계산서,PP,Y,인쇄,조회
20130927-1,백암지관공업사,지관 200 [지관 200＊8＊189] 외  2건,1963020,세금계산서,PP,Y,인쇄,조회
20130926-3,(주)삼성잉크,spp 특홍적 잉크,151800,세금계산서,PP,Y,인쇄,조회
20130926-2,지에스칼텍스(주),H430-A [500KG],30272000,세금계산서,PP,Y,인쇄,조회
20130926-1,(주)세우케미칼,E308 [E308],25025000,세금계산서,PE,Y,인쇄,조회
